record_id,source_dataset,source_file,source_component,imputed_fields,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,all_seasons_area_after_bund_correction_ha,all_seasons_area_before_bund_correction_ha,all_seasons_areaafter_bund_correction_factor,all_seasons_areabefore_bund_correction_factor,all_seasons_production,all_seasons_yield,altitude,apparent_density,area_hectare,avg_temperature_celsius,boron,boron1,ca_mg,ca_mg1,calcium,calcium1,cane_yield_t_ha,cat_sat_ca,cat_sat_h,cat_sat_k,cat_sat_mg,cat_sat_na,ccci_s2,ccs_percent,ccs_yield_t_ha,cec,cec1,clay,climate_index,common_name,conductivity,crop_duration_days,crop_type,crop_year,cupper,cupper1,date,district,district_code,district_name,district_year,drought_tolerance,dvi_fusion,dvi_l8,dvi_l9,dvi_s2,evi_fusion,evi_l8,evi_l9,evi_s2,farm_id,farm_name,farm_rotun,fertilizer_name,field_capacity,final_evaluation,gndvi_fusion,gndvi_l8,gndvi_l9,gndvi_s2,growth_stage,height_stalk,humidity,iron,iron1,irrigation_frequency_per_month,k_mg,ketinggian_tebu,kharif_area_after_bund_correction_ha,kharif_area_before_bund_correction_ha,kharif_areaafter_bund_correction_factor,kharif_areabefore_bund_correction_factor,kharif_production,kharif_yield,latitude,light_intensity,longitude,magnesium,magnesium1,manganese,manganese1,maturity,mcari_l8,moisture,ndre_s2,ndvi,ndvi_fusion,ndvi_l8,ndvi_l9,ndvi_s2,ndvi_temp_fusion,ndvi_temp_l8,ndvi_temp_s2,ndwi_fusion,ndwi_l8,ndwi_l9,ndwi_s2,nitrogen,nitrogen_n_kg_per_acre,nitrogen_nitrate,notification_no,organic_matter,organic_matter1,original_file,pctclay,pctsand,pctsilt,permanent_wilting_point,pest_control_applied,phosphorous,phosphorus,phosphorus1,phosphorus_p_kg_per_acre,plant_age,planting_cycle,planting_season,potasium1,potassium,potassium_k_kg_per_acre,precipitation,production_tonnes,rabi_area_after_bund_correction_ha,rabi_area_before_bund_correction_ha,rabi_areaafter_bund_correction_factor,rabi_areabefore_bund_correction_factor,rabi_production,rabi_yield,rainfall_mm,ratooning_ability,reci_s2,recommended_states,red_rot_resistance,region,relative_humidity,rotun,rotun_tebu,rvi_fusion,rvi_l8,rvi_l9,rvi_s2,s_no,salinity_tolerance,sample_number,sand,savi_fusion,savi_l8,savi_l9,savi_s2,season,seed_variety,silt,slno,smut_resistance,sodium,sodium1,soil_ph,soil_ph1,soil_type,special_features,stalk_diameter,stalk_weight,state_code,state_name,sucrose_percent,sugarcane_irrigated_area_1000_ha,sulfur,sulfur1,summer_area_after_bund_correction_ha,summer_area_before_bund_correction_ha,summer_areaafter_bund_correction_factor,summer_areabefore_bund_correction_factor,summer_production,summer_yield,sunlight_hours_per_day,system_index,temp_humidity_interaction,temperature,temperature_humidity_interaction,texture1,total_stalk,type,variety,variety_name,vegetation_health,vegetation_health_fusion,vegetation_health_l8,vegetation_health_s2,water_stress_index,waterlogging_tolerance,wdrvi_fusion,wdrvi_l9,wdrvi_s2,year,year_of_release,yield_quintal_per_acre,yield_t_ha,yield_tons_per_hectare,zinc,zinc1,zone
training_5217,training,master_sugarcane_training_dataset.csv,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.668819427490549,,74.40857787772511,,,,,,,,,0.708626,,,,,,,,,,,,,,,,,,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belagavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2229.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_5218,training,master_sugarcane_training_dataset.csv,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.668819427490549,,74.40974568759447,,,,,,,,,0.6955503,,,,,,,,,,,,,,,,,,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belagavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2230.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_5219,training,master_sugarcane_training_dataset.csv,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.668819427490549,,74.40983551912288,,,,,,,,,0.6658815,,,,,,,,,,,,,,,,,,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belagavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2231.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_5220,training,master_sugarcane_training_dataset.csv,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.66890925901896,,74.38010128321852,,,,,,,,,0.77019453,,,,,,,,,,,,,,,,,,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belagavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2232.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_5221,training,master_sugarcane_training_dataset.csv,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.66890925901896,,74.38046060933218,,,,,,,,,0.7525206,,,,,,,,,,,,,,,,,,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belagavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2233.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_5222,training,master_sugarcane_training_dataset.csv,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.66890925901896,,74.38108943003105,,,,,,,,,0.70500785,,,,,,,,,,,,,,,,,,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belagavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2234.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_5223,training,master_sugarcane_training_dataset.csv,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.66890925901896,,74.38207757684359,,,,,,,,,0.7601973,,,,,,,,,,,,,,,,,,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belagavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2235.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_5224,training,master_sugarcane_training_dataset.csv,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.66890925901896,,74.38432336505389,,,,,,,,,0.699619,,,,,,,,,,,,,,,,,,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belagavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2236.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_5225,training,master_sugarcane_training_dataset.csv,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.66890925901896,,74.3866589847926,,,,,,,,,0.6685691,,,,,,,,,,,,,,,,,,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belagavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2237.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_5226,training,master_sugarcane_training_dataset.csv,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.66890925901896,,74.38845561536084,,,,,,,,,0.4289004,,,,,,,,,,,,,,,,,,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belagavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2238.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_5227,training,master_sugarcane_training_dataset.csv,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.66890925901896,,74.39249803413938,,,,,,,,,0.24211985,,,,,,,,,,,,,,,,,,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belagavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2239.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_5228,training,master_sugarcane_training_dataset.csv,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.66890925901896,,74.39402517012238,,,,,,,,,0.17410073,,,,,,,,,,,,,,,,,,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belagavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2240.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_5229,training,master_sugarcane_training_dataset.csv,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.66890925901896,,74.39663028444632,,,,,,,,,0.59363526,,,,,,,,,,,,,,,,,,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belagavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2241.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_5230,training,master_sugarcane_training_dataset.csv,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.66890925901896,,74.39689977903156,,,,,,,,,0.561674,,,,,,,,,,,,,,,,,,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belagavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2242.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_5231,training,master_sugarcane_training_dataset.csv,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.66890925901896,,74.39761843125885,,,,,,,,,0.6432844,,,,,,,,,,,,,,,,,,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belagavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2243.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_5232,training,master_sugarcane_training_dataset.csv,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.66890925901896,,74.39833708348615,,,,,,,,,0.48604947,,,,,,,,,,,,,,,,,,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belagavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2244.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_5233,training,master_sugarcane_training_dataset.csv,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.66890925901896,,74.40013371405439,,,,,,,,,0.63426834,,,,,,,,,,,,,,,,,,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belagavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2245.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_5234,training,master_sugarcane_training_dataset.csv,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.66890925901896,,74.4002235455828,,,,,,,,,0.5976143,,,,,,,,,,,,,,,,,,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belagavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2246.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_5235,training,master_sugarcane_training_dataset.csv,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.66890925901896,,74.40040320863963,,,,,,,,,0.39889094,,,,,,,,,,,,,,,,,,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belagavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2247.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_5236,training,master_sugarcane_training_dataset.csv,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.66890925901896,,74.40112186086692,,,,,,,,,0.27562723,,,,,,,,,,,,,,,,,,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belagavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2248.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_5237,training,master_sugarcane_training_dataset.csv,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.66890925901896,,74.40219983920787,,,,,,,,,0.17845912,,,,,,,,,,,,,,,,,,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belagavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2249.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_5238,training,master_sugarcane_training_dataset.csv,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.66890925901896,,74.406152426458,,,,,,,,,0.7318454,,,,,,,,,,,,,,,,,,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belagavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2250.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_5239,training,master_sugarcane_training_dataset.csv,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.66890925901896,,74.4069609102137,,,,,,,,,0.49891794,,,,,,,,,,,,,,,,,,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belagavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2251.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_5240,training,master_sugarcane_training_dataset.csv,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.66890925901896,,74.40821855161147,,,,,,,,,0.67558056,,,,,,,,,,,,,,,,,,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belagavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2252.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_5241,training,master_sugarcane_training_dataset.csv,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.66890925901896,,74.409206698424,,,,,,,,,0.64660054,,,,,,,,,,,,,,,,,,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belagavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2253.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_5242,training,master_sugarcane_training_dataset.csv,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.66890925901896,,74.40938636148083,,,,,,,,,0.72759736,,,,,,,,,,,,,,,,,,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belagavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2254.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_5243,training,master_sugarcane_training_dataset.csv,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.668999090547372,,74.38001145169011,,,,,,,,,0.7219882,,,,,,,,,,,,,,,,,,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belagavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2255.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_5244,training,master_sugarcane_training_dataset.csv,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.668999090547372,,74.38010128321852,,,,,,,,,0.7522788,,,,,,,,,,,,,,,,,,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belagavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2256.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_5245,training,master_sugarcane_training_dataset.csv,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.668999090547372,,74.38037077780376,,,,,,,,,0.7230114,,,,,,,,,,,,,,,,,,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belagavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2257.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_5246,training,master_sugarcane_training_dataset.csv,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.668999090547372,,74.38081993544581,,,,,,,,,0.7217561,,,,,,,,,,,,,,,,,,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belagavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2258.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_5247,training,master_sugarcane_training_dataset.csv,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.668999090547372,,74.38099959850264,,,,,,,,,0.7166961,,,,,,,,,,,,,,,,,,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belagavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2259.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_5248,training,master_sugarcane_training_dataset.csv,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.668999090547372,,74.38117926155947,,,,,,,,,0.73766774,,,,,,,,,,,,,,,,,,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belagavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2260.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_5249,training,master_sugarcane_training_dataset.csv,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.668999090547372,,74.38171825072995,,,,,,,,,0.77902097,,,,,,,,,,,,,,,,,,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belagavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2261.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_5250,training,master_sugarcane_training_dataset.csv,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.668999090547372,,74.38270639754248,,,,,,,,,0.7692308,,,,,,,,,,,,,,,,,,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belagavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2262.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_5251,training,master_sugarcane_training_dataset.csv,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.668999090547372,,74.3859403325653,,,,,,,,,0.6559089,,,,,,,,,,,,,,,,,,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belagavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2263.0,,,,,,,,,,,,,,,,,,,,,,,,,
training_5252,training,master_sugarcane_training_dataset.csv,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.668999090547372,,74.38603016409371,,,,,,,,,0.682845,,,,,,,,,,,,,,,,,,NDVI_belagavi_cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belagavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2264.0,,,,,,,,,,,,,,,,,,,,,,,,,
