date,farm_id,farm_name,latitude,longitude,altitude,farm_rotun,planting_cycle,growth_stage,rotun_tebu,temperature,light_intensity,relative_humidity,precipitation,variety,ndvi_l8,gndvi_l8,ndwi_l8,mcari_l8,rvi_l8,dvi_l8,evi_l8,savi_l8,ndvi_s2,gndvi_s2,ndwi_s2,ndre_s2,reci_s2,ccci_s2,rvi_s2,dvi_s2,evi_s2,savi_s2,wdrvi_s2,ndvi_fusion,gndvi_fusion,ndwi_fusion,rvi_fusion,dvi_fusion,evi_fusion,savi_fusion,temp_humidity_interaction,water_stress_index,climate_index,ketinggian_tebu,vegetation_health_l8,vegetation_health_s2,vegetation_health_fusion,ndvi_temp_l8,ndvi_temp_s2,ndvi_temp_fusion
2023-03-25,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C3,tillering,2,27.4,15.7,82.5,3.1,1,0.577,0.548,0.031,1.123,2.78,0.196,0.479,0.503,0.578,0.555,0.038,0.328,2.126,1.334,3.289,0.218,0.462,0.528,0.08,0.578,0.552,0.035,3.085,0.209,0.469,0.518,22.58,0.11,0.459,86.9,0.519666667,0.522666667,0.521666667,15.8098,15.8372,15.8372
2023-04-01,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C3,tillering,2,26.2,14.9,82.4,16.3,1,0.558,0.552,0.096,0.981,3.241,0.199,0.447,0.45,0.566,0.574,0.091,0.303,2.254,1.313,3.583,0.199,0.482,0.532,0.089,0.563,0.565,0.093,3.446,0.199,0.468,0.5,21.6,0.6,0.453,97.6,0.485,0.526666667,0.510333333,14.6196,14.8292,14.7506
2023-04-08,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C3,tillering,2,28.4,16.2,85.2,8.0,1,0.563,0.546,0.102,1.044,2.872,0.193,0.456,0.538,0.577,0.537,0.139,0.327,2.448,1.254,3.449,0.22,0.504,0.552,0.107,0.572,0.541,0.122,3.218,0.209,0.485,0.546,24.21,0.272,0.474,108.3,0.519,0.544333333,0.534333333,15.9892,16.3868,16.2448
2023-04-15,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C3,tillering,2,26.5,15.1,83.7,11.8,1,0.555,0.527,0.069,1.068,3.029,0.208,0.456,0.5,0.538,0.514,0.074,0.266,2.348,1.214,4.017,0.218,0.437,0.493,0.099,0.545,0.519,0.072,3.622,0.214,0.445,0.496,22.16,0.429,0.46,121.2,0.503666667,0.489333333,0.495333333,14.7075,14.257,14.4425
2023-04-22,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C3,tillering,2,25.1,14.3,85.0,7.3,1,0.56,0.51,0.09,0.982,2.595,0.198,0.472,0.501,0.558,0.509,0.085,0.288,2.027,1.337,3.344,0.208,0.433,0.51,0.057,0.559,0.51,0.087,3.044,0.204,0.449,0.507,21.37,0.281,0.458,132.1,0.511,0.500333333,0.505,14.056,14.0058,14.0309
2023-04-29,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C3,tillering,2,28.7,14.4,83.2,7.5,1,0.582,0.537,0.068,1.229,3.337,0.203,0.475,0.523,0.574,0.545,0.072,0.321,1.994,1.47,3.475,0.208,0.496,0.519,0.082,0.577,0.542,0.07,3.42,0.206,0.488,0.52,23.91,0.253,0.462,140.5,0.526666667,0.529666667,0.528333333,16.7034,16.4738,16.5599
2023-05-06,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C3,tillering,2,26.1,15.9,85.2,5.9,1,0.601,0.555,0.059,1.069,3.204,0.2,0.445,0.552,0.598,0.558,0.046,0.333,2.478,1.385,3.27,0.223,0.484,0.55,0.095,0.599,0.557,0.052,3.244,0.214,0.469,0.551,22.2,0.218,0.467,147.0,0.532666667,0.544,0.539666667,15.6861,15.6078,15.6339
2023-05-13,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C3,tillering,2,28.3,14.5,78.0,1.2,1,0.594,0.581,0.026,1.116,3.295,0.188,0.495,0.555,0.584,0.585,0.013,0.326,1.948,1.015,3.239,0.215,0.469,0.514,0.09,0.588,0.584,0.019,3.262,0.204,0.479,0.53,22.11,0.043,0.441,153.5,0.548,0.522333333,0.532333333,16.8102,16.5272,16.6404
2023-05-20,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C3,tillering,2,27.9,16.6,86.0,0.5,1,0.6,0.603,0.065,1.064,3.141,0.22,0.437,0.516,0.599,0.615,0.071,0.31,2.157,1.207,3.2,0.229,0.457,0.583,0.112,0.599,0.61,0.069,3.176,0.226,0.449,0.556,23.99,0.018,0.477,160.0,0.517666667,0.546333333,0.534666667,16.74,16.7121,16.7121
2023-05-27,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C3,grand_growth,2,27.2,16.1,82.0,0.5,1,0.667,0.635,0.04,1.121,3.048,0.239,0.512,0.595,0.665,0.627,0.04,0.348,2.224,1.256,3.642,0.259,0.549,0.632,0.095,0.666,0.63,0.04,3.404,0.251,0.534,0.617,22.34,0.018,0.458,166.5,0.591333333,0.615333333,0.605666667,18.1424,18.088,18.1152
2023-06-03,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C3,grand_growth,2,27.2,16.2,80.6,3.3,1,0.649,0.649,0.064,0.997,3.365,0.23,0.525,0.538,0.641,0.648,0.072,0.3,2.237,1.362,3.707,0.243,0.54,0.574,0.082,0.644,0.648,0.068,3.57,0.238,0.534,0.56,21.97,0.119,0.453,173.0,0.570666667,0.585,0.579333333,17.6528,17.4352,17.5168
2023-06-10,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C3,grand_growth,2,29.6,17.6,81.2,3.4,1,0.672,0.663,0.04,1.127,3.981,0.226,0.586,0.597,0.697,0.649,0.049,0.349,2.053,1.43,3.904,0.251,0.534,0.639,0.123,0.687,0.654,0.045,3.934,0.241,0.555,0.622,24.04,0.111,0.466,179.5,0.618333333,0.623333333,0.621333333,19.8912,20.6312,20.3352
2023-06-17,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C3,grand_growth,2,29.4,16.7,76.5,1.5,1,0.692,0.673,0.043,1.23,3.668,0.23,0.558,0.639,0.72,0.682,0.054,0.373,2.441,1.607,3.382,0.263,0.571,0.67,0.148,0.708,0.678,0.049,3.496,0.25,0.566,0.657,22.45,0.049,0.444,186.0,0.629666667,0.653666667,0.643666667,20.3448,21.168,20.8152
2023-06-24,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C3,grand_growth,2,25.2,18.3,78.4,0.2,1,0.697,0.688,0.042,1.055,3.696,0.236,0.623,0.641,0.693,0.682,0.041,0.358,2.555,1.421,3.458,0.272,0.57,0.653,0.114,0.695,0.685,0.041,3.553,0.257,0.591,0.648,19.74,0.009,0.444,192.5,0.653666667,0.638666667,0.644666667,17.5644,17.4636,17.514
2023-07-01,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C3,grand_growth,2,28.6,16.2,72.0,1.2,1,0.698,0.688,0.055,1.187,3.602,0.249,0.602,0.642,0.687,0.702,0.08,0.424,2.1,1.424,3.103,0.259,0.55,0.671,0.11,0.691,0.696,0.069,3.303,0.255,0.57,0.659,20.59,0.04,0.423,199.0,0.647333333,0.636,0.64,19.9628,19.6482,19.7626
2023-07-08,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C3,grand_growth,2,27.5,18.2,74.9,6.4,1,0.654,0.64,0.0,1.098,3.929,0.233,0.498,0.588,0.66,0.645,-0.02,0.363,1.751,1.265,3.425,0.249,0.542,0.579,0.1,0.658,0.643,-0.011,3.627,0.243,0.524,0.583,20.57,0.225,0.437,205.5,0.58,0.593666667,0.588333333,17.985,18.15,18.095
2023-07-15,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C3,grand_growth,2,27.7,18.1,73.9,0.1,1,0.669,0.687,0.007,0.987,3.708,0.227,0.526,0.583,0.67,0.703,0.02,0.372,2.021,1.198,2.867,0.241,0.573,0.627,0.114,0.67,0.696,0.014,3.203,0.236,0.554,0.609,20.51,0.004,0.433,212.0,0.592666667,0.623333333,0.611,18.5313,18.559,18.559
2023-07-22,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C3,grand_growth,2,26.8,19.5,82.1,0.7,1,0.724,0.703,0.072,1.405,3.579,0.257,0.557,0.656,0.736,0.705,0.057,0.382,2.676,1.503,4.002,0.27,0.622,0.683,0.12,0.731,0.704,0.064,3.833,0.265,0.596,0.672,22.04,0.026,0.467,218.5,0.645666667,0.680333333,0.666333333,19.4032,19.7248,19.5908
2023-07-29,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C3,grand_growth,2,26.3,18.2,77.8,0.9,1,0.733,0.727,0.031,1.063,3.589,0.252,0.59,0.651,0.708,0.723,0.026,0.38,2.21,1.66,3.204,0.272,0.575,0.668,0.128,0.718,0.724,0.028,3.358,0.264,0.581,0.661,20.47,0.033,0.445,225.0,0.658,0.650333333,0.653333333,19.2779,18.6204,18.8834
2023-08-05,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C3,grand_growth,2,26.5,17.3,72.8,1.1,1,0.713,0.701,0.089,1.088,3.761,0.244,0.567,0.644,0.696,0.694,0.11,0.381,2.322,1.432,3.574,0.268,0.565,0.645,0.141,0.703,0.697,0.1,3.649,0.258,0.566,0.644,19.31,0.041,0.423,231.5,0.641333333,0.635333333,0.637666667,18.8945,18.444,18.6295
2023-08-12,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C3,grand_growth,2,28.7,16.9,69.0,0.2,1,0.735,0.717,-0.006,1.152,3.326,0.251,0.584,0.686,0.743,0.72,-0.023,0.363,2.752,1.333,4.196,0.273,0.61,0.705,0.155,0.74,0.719,-0.015,3.848,0.264,0.599,0.697,19.82,0.005,0.413,238.0,0.668333333,0.686,0.678666667,21.0945,21.3241,21.238
2023-08-19,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C3,grand_growth,2,26.3,19.7,63.4,6.0,1,0.738,0.747,0.073,1.215,3.188,0.232,0.602,0.661,0.735,0.75,0.073,0.4,2.399,1.323,4.005,0.27,0.616,0.667,0.124,0.736,0.749,0.073,3.678,0.255,0.61,0.664,16.65,0.221,0.391,244.5,0.667,0.672666667,0.67,19.4094,19.3305,19.3568
2023-08-26,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C3,grand_growth,2,26.6,18.0,74.9,0.9,1,0.728,0.709,0.044,1.261,3.407,0.239,0.578,0.643,0.719,0.707,0.052,0.371,2.424,1.691,3.626,0.268,0.577,0.644,0.121,0.722,0.708,0.048,3.539,0.257,0.577,0.644,19.97,0.033,0.434,251.0,0.649666667,0.646666667,0.647666667,19.3648,19.1254,19.2052
2023-09-02,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C3,grand_growth,2,26.1,17.4,74.4,0.1,1,0.743,0.732,0.089,1.0,2.941,0.255,0.627,0.629,0.703,0.738,0.092,0.344,2.146,1.257,3.695,0.255,0.589,0.589,0.113,0.719,0.735,0.091,3.394,0.255,0.604,0.605,19.38,0.003,0.428,257.5,0.666333333,0.627,0.642666667,19.3923,18.3483,18.7659
2023-09-09,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C3,grand_growth,2,25.2,19.5,68.1,2.1,1,0.749,0.734,0.071,1.347,3.527,0.265,0.545,0.614,0.766,0.734,0.089,0.361,2.523,1.746,3.95,0.286,0.628,0.673,0.162,0.759,0.734,0.081,3.781,0.278,0.595,0.65,17.19,0.081,0.406,264.0,0.636,0.689,0.668,18.8748,19.3032,19.1268
2023-09-16,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C3,grand_growth,2,26.1,17.5,62.8,3.8,1,0.774,0.758,0.002,1.29,3.558,0.278,0.62,0.658,0.781,0.78,0.01,0.392,2.653,1.513,3.94,0.28,0.647,0.74,0.133,0.778,0.771,0.006,3.787,0.279,0.636,0.707,16.4,0.14,0.382,270.5,0.684,0.722666667,0.707,20.2014,20.3841,20.3058
2023-09-23,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C3,grand_growth,2,25.4,17.5,67.4,8.5,1,0.761,0.757,0.058,1.204,3.85,0.269,0.549,0.657,0.78,0.756,0.05,0.366,2.22,1.176,3.857,0.284,0.615,0.716,0.15,0.772,0.756,0.054,3.854,0.278,0.589,0.692,17.09,0.323,0.398,277.0,0.655666667,0.703666667,0.684333333,19.3294,19.812,19.6088
2023-09-30,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C3,grand_growth,2,23.6,20.6,65.2,3.1,1,0.739,0.727,0.043,1.206,4.1,0.265,0.606,0.654,0.722,0.725,0.061,0.342,2.155,1.441,3.475,0.261,0.581,0.637,0.116,0.729,0.726,0.053,3.725,0.262,0.591,0.644,15.42,0.128,0.394,283.5,0.666333333,0.646666667,0.654666667,17.4404,17.0392,17.2044
2023-10-07,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C3,grand_growth,2,22.6,18.4,64.1,1.8,1,0.742,0.734,0.065,1.161,3.956,0.248,0.627,0.671,0.742,0.734,0.063,0.404,2.175,1.327,4.036,0.27,0.631,0.716,0.129,0.742,0.734,0.064,4.004,0.261,0.629,0.698,14.51,0.075,0.379,290.0,0.68,0.696333333,0.689666667,16.7692,16.7692,16.7692
2023-10-14,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C3,maturation,2,22.9,18.9,72.2,0.8,1,0.723,0.703,0.08,1.194,4.192,0.263,0.559,0.652,0.727,0.688,0.066,0.363,1.966,1.435,3.675,0.256,0.607,0.684,0.135,0.726,0.694,0.072,3.882,0.259,0.588,0.671,16.5,0.034,0.414,296.5,0.644666667,0.672666667,0.661666667,16.5567,16.6483,16.6254
2023-10-21,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C3,maturation,2,25.0,17.7,70.6,2.2,1,0.778,0.754,0.117,1.181,3.755,0.266,0.629,0.657,0.775,0.743,0.119,0.411,2.559,1.119,4.381,0.289,0.616,0.716,0.146,0.776,0.748,0.118,4.13,0.28,0.621,0.692,17.66,0.083,0.41,303.0,0.688,0.702333333,0.696333333,19.45,19.375,19.4
2023-10-28,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C3,maturation,2,24.6,16.8,65.6,1.2,1,0.777,0.771,0.068,1.287,3.84,0.267,0.647,0.665,0.769,0.761,0.084,0.408,2.52,1.629,3.632,0.287,0.627,0.724,0.14,0.772,0.765,0.077,3.715,0.279,0.635,0.701,16.16,0.047,0.387,309.5,0.696333333,0.706666667,0.702666667,19.1142,18.9174,18.9912
2023-11-04,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C3,maturation,2,23.9,18.2,68.3,6.5,1,0.783,0.777,0.071,1.071,3.653,0.252,0.668,0.678,0.807,0.787,0.057,0.38,2.538,1.38,3.985,0.295,0.617,0.698,0.155,0.797,0.783,0.063,3.852,0.278,0.637,0.69,16.29,0.263,0.399,316.0,0.709666667,0.707333333,0.708,18.7137,19.2873,19.0483
2023-11-11,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C3,maturation,2,22.7,17.9,69.5,2.8,1,0.795,0.79,-0.003,1.175,3.524,0.279,0.65,0.753,0.793,0.785,0.015,0.403,2.705,1.536,3.63,0.283,0.611,0.742,0.166,0.794,0.787,0.007,3.588,0.281,0.627,0.747,15.75,0.117,0.4,322.5,0.732666667,0.715333333,0.722666667,18.0465,18.0011,18.0238
2023-11-18,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C3,maturation,2,24.5,17.7,66.0,8.2,1,0.806,0.797,0.07,1.276,3.912,0.295,0.684,0.739,0.824,0.802,0.063,0.423,2.209,1.682,3.707,0.307,0.654,0.769,0.155,0.817,0.8,0.066,3.789,0.302,0.666,0.757,16.14,0.32,0.39,329.0,0.743,0.749,0.746666667,19.747,20.188,20.0165
2023-11-25,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C3,maturation,2,24.1,17.1,64.9,15.9,1,0.811,0.821,0.058,1.335,3.176,0.272,0.62,0.696,0.792,0.825,0.055,0.405,2.589,1.532,4.083,0.293,0.62,0.75,0.139,0.8,0.824,0.056,3.72,0.284,0.62,0.728,15.63,0.635,0.383,335.5,0.709,0.720666667,0.716,19.5451,19.0872,19.28
2023-12-02,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C3,maturation,2,22.6,16.7,68.1,22.1,1,0.789,0.79,0.109,1.397,4.126,0.288,0.59,0.729,0.793,0.785,0.112,0.417,2.552,1.361,4.106,0.288,0.656,0.724,0.145,0.791,0.787,0.11,4.114,0.288,0.629,0.726,15.4,0.934,0.39,342.0,0.702666667,0.724333333,0.715333333,17.8314,17.9218,17.8766
2023-12-09,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C3,maturation,2,21.8,18.0,74.7,8.8,1,0.771,0.765,0.064,1.212,3.85,0.267,0.658,0.715,0.789,0.755,0.063,0.39,2.246,1.543,3.775,0.297,0.62,0.76,0.134,0.782,0.759,0.064,3.805,0.285,0.635,0.742,16.25,0.385,0.418,348.5,0.714666667,0.723,0.719666667,16.8078,17.2002,17.0476
2023-12-16,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C3,maturation,2,24.1,17.5,69.4,8.3,1,0.838,0.823,0.049,1.246,4.137,0.287,0.648,0.748,0.825,0.841,0.04,0.425,2.532,1.377,4.008,0.311,0.672,0.783,0.172,0.83,0.834,0.044,4.06,0.302,0.662,0.769,16.75,0.329,0.403,355.0,0.744666667,0.76,0.753666667,20.1958,19.8825,20.003
2023-12-23,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C3,maturation,2,22.8,16.2,70.9,10.0,1,0.813,0.801,0.062,1.354,3.96,0.298,0.644,0.755,0.843,0.814,0.045,0.41,2.442,1.616,4.231,0.305,0.693,0.735,0.182,0.831,0.808,0.053,4.123,0.302,0.673,0.743,16.17,0.419,0.401,361.0,0.737333333,0.757,0.749,18.5364,19.2204,18.9468
2023-07-01,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C4,establishment,2,28.3,17.2,74.8,1.4,1,0.204,0.182,0.105,0.692,2.542,0.075,0.201,0.167,0.198,0.193,0.111,0.158,1.63,0.956,2.464,0.068,0.1,0.193,-0.019,0.201,0.189,0.108,2.495,0.071,0.14,0.183,21.14,0.047,0.436,20.0,0.190666667,0.163666667,0.174666667,5.7732,5.6034,5.6883
2023-07-08,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C4,establishment,2,24.6,19.2,74.3,2.2,1,0.214,0.199,0.006,0.753,2.261,0.081,0.173,0.209,0.23,0.22,0.001,0.182,1.825,0.81,2.714,0.083,0.174,0.202,0.018,0.224,0.212,0.003,2.533,0.082,0.174,0.205,18.3,0.086,0.429,20.4,0.198666667,0.202,0.201,5.2644,5.658,5.5104
2023-07-15,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C4,establishment,2,27.1,19.0,71.8,2.2,1,0.3,0.292,0.023,0.906,2.26,0.112,0.273,0.291,0.308,0.29,0.014,0.257,1.73,0.853,2.73,0.108,0.229,0.255,0.02,0.305,0.29,0.018,2.542,0.109,0.247,0.269,19.44,0.078,0.425,22.5,0.288,0.264,0.273666667,8.13,8.3468,8.2655
2023-07-22,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C4,establishment,2,28.0,16.9,76.3,0.4,1,0.329,0.333,0.055,0.826,2.325,0.101,0.283,0.311,0.343,0.332,0.076,0.23,2.102,1.037,2.507,0.132,0.291,0.322,0.037,0.337,0.332,0.066,2.434,0.119,0.288,0.318,21.34,0.015,0.44,25.1,0.307666667,0.318666667,0.314333333,9.212,9.604,9.436
2023-07-29,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C4,establishment,2,30.4,18.9,75.6,6.7,1,0.352,0.352,0.079,0.883,2.588,0.122,0.186,0.322,0.349,0.368,0.079,0.218,1.909,0.892,2.796,0.132,0.31,0.305,0.038,0.35,0.361,0.079,2.713,0.128,0.261,0.312,22.96,0.215,0.45,27.8,0.286666667,0.321333333,0.307666667,10.7008,10.6096,10.64
2023-08-05,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C4,establishment,2,27.9,16.7,71.9,3.5,1,0.385,0.354,0.031,0.916,3.094,0.132,0.301,0.337,0.382,0.357,0.008,0.279,1.826,1.191,2.453,0.147,0.33,0.359,0.031,0.383,0.356,0.019,2.709,0.141,0.319,0.35,20.02,0.121,0.421,31.3,0.341,0.357,0.350666667,10.7415,10.6578,10.6857
2023-08-12,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C4,establishment,2,25.5,18.6,70.3,1.8,1,0.413,0.408,0.054,0.745,3.068,0.144,0.367,0.345,0.371,0.411,0.058,0.216,1.749,1.484,2.661,0.143,0.288,0.299,0.04,0.388,0.41,0.057,2.824,0.144,0.319,0.317,17.89,0.067,0.413,34.7,0.375,0.319333333,0.341333333,10.5315,9.4605,9.894
2023-08-19,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C4,establishment,2,26.3,18.9,69.9,1.5,1,0.443,0.399,-0.008,1.014,3.06,0.155,0.313,0.381,0.444,0.383,-0.02,0.289,2.319,1.081,3.133,0.149,0.381,0.393,0.066,0.444,0.389,-0.015,3.104,0.151,0.354,0.388,18.37,0.057,0.415,38.9,0.379,0.406,0.395333333,11.6509,11.6772,11.6772
2023-08-26,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C4,establishment,2,28.2,17.0,71.4,0.2,1,0.432,0.416,0.058,0.953,3.12,0.161,0.314,0.411,0.42,0.422,0.067,0.229,2.022,1.049,2.685,0.166,0.328,0.37,0.056,0.425,0.42,0.063,2.859,0.164,0.322,0.386,20.15,0.007,0.421,44.1,0.385666667,0.372666667,0.377666667,12.1824,11.844,11.985
2023-09-02,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C4,tillering,2,25.5,18.8,72.8,1.1,1,0.473,0.465,-0.027,1.183,3.142,0.167,0.414,0.485,0.491,0.475,-0.025,0.289,1.994,1.067,2.904,0.171,0.401,0.418,0.076,0.484,0.471,-0.025,2.999,0.169,0.406,0.445,18.52,0.042,0.424,49.7,0.457333333,0.436666667,0.445,12.0615,12.5205,12.342
2023-09-09,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C4,tillering,2,25.7,16.7,68.7,1.9,1,0.535,0.501,0.061,0.979,2.834,0.174,0.441,0.465,0.555,0.511,0.081,0.297,2.261,1.35,3.135,0.199,0.495,0.515,0.098,0.547,0.507,0.072,3.014,0.189,0.473,0.495,17.67,0.07,0.402,55.6,0.480333333,0.521666667,0.505,13.7495,14.2635,14.0579
2023-09-16,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C4,tillering,2,24.0,18.2,66.6,0.3,1,0.502,0.47,0.071,1.05,2.937,0.165,0.371,0.442,0.516,0.479,0.063,0.278,2.173,1.093,3.016,0.202,0.444,0.478,0.06,0.511,0.475,0.067,2.985,0.187,0.415,0.464,16.0,0.013,0.393,61.8,0.438333333,0.479333333,0.463333333,12.048,12.384,12.264
2023-09-23,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C4,tillering,2,26.7,18.6,71.2,5.6,1,0.568,0.578,0.07,1.102,3.645,0.203,0.44,0.5,0.577,0.565,0.068,0.344,1.754,1.507,3.596,0.21,0.487,0.531,0.113,0.573,0.571,0.069,3.616,0.207,0.468,0.519,19.05,0.202,0.421,71.3,0.502666667,0.531666667,0.52,15.1656,15.4059,15.2991
2023-09-30,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C4,tillering,2,23.8,19.8,72.2,2.6,1,0.558,0.523,0.044,1.081,3.267,0.208,0.47,0.526,0.568,0.509,0.041,0.34,2.171,1.343,3.21,0.202,0.463,0.529,0.082,0.564,0.515,0.042,3.233,0.204,0.466,0.528,17.15,0.107,0.419,79.4,0.518,0.52,0.519333333,13.2804,13.5184,13.4232
2023-10-07,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C4,tillering,2,23.1,20.0,65.3,3.8,1,0.528,0.498,-0.005,0.905,2.708,0.199,0.426,0.485,0.5,0.486,0.008,0.301,2.07,1.284,3.508,0.183,0.411,0.464,0.111,0.511,0.491,0.002,3.188,0.189,0.417,0.472,15.08,0.156,0.39,86.1,0.479666667,0.458333333,0.466666667,12.1968,11.55,11.8041
2023-10-14,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C4,tillering,2,25.1,16.3,60.3,0.1,1,0.611,0.642,0.075,1.021,3.199,0.209,0.435,0.541,0.627,0.629,0.09,0.349,2.105,1.305,3.854,0.238,0.514,0.572,0.108,0.62,0.635,0.083,3.592,0.226,0.482,0.559,15.11,0.005,0.365,94.4,0.529,0.571,0.553666667,15.3361,15.7377,15.562
2023-10-21,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C4,tillering,2,21.8,21.2,66.1,1.6,1,0.581,0.564,0.005,1.247,2.883,0.193,0.452,0.556,0.587,0.551,0.024,0.34,2.312,1.394,3.941,0.235,0.464,0.572,0.102,0.585,0.556,0.016,3.518,0.218,0.459,0.566,14.39,0.069,0.393,103.5,0.529666667,0.541,0.536666667,12.6658,12.7966,12.753
2023-10-28,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C4,tillering,2,22.3,18.2,65.9,3.0,1,0.578,0.563,0.09,1.048,3.465,0.206,0.473,0.514,0.565,0.552,0.1,0.318,2.15,1.202,3.206,0.217,0.455,0.493,0.102,0.57,0.556,0.095,3.309,0.213,0.462,0.501,14.73,0.127,0.385,112.4,0.521666667,0.504333333,0.511,12.8894,12.5995,12.711
2023-11-04,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C4,tillering,2,23.3,20.3,66.5,10.0,1,0.608,0.59,0.088,0.962,3.38,0.214,0.488,0.573,0.618,0.605,0.073,0.339,2.259,1.158,3.67,0.247,0.506,0.579,0.106,0.614,0.599,0.08,3.554,0.234,0.499,0.576,15.46,0.413,0.396,123.6,0.556333333,0.567666667,0.563,14.1664,14.3994,14.3062
2023-11-11,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C4,tillering,2,21.1,18.2,69.9,4.0,1,0.609,0.589,0.085,0.997,3.092,0.214,0.518,0.561,0.618,0.59,0.091,0.34,2.035,1.325,3.161,0.229,0.494,0.619,0.104,0.614,0.589,0.088,3.133,0.223,0.504,0.596,14.78,0.18,0.398,132.2,0.562666667,0.577,0.571333333,12.8499,13.0398,12.9554
2023-11-18,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C4,tillering,2,23.3,17.8,70.8,25.6,1,0.628,0.606,0.094,1.096,3.576,0.213,0.494,0.564,0.635,0.607,0.1,0.359,2.34,1.403,3.082,0.235,0.533,0.599,0.098,0.632,0.607,0.097,3.279,0.226,0.517,0.585,16.5,1.055,0.406,146.3,0.562,0.589,0.578,14.6324,14.7955,14.7256
2023-11-25,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C4,grand_growth,2,22.9,16.8,67.3,19.8,1,0.685,0.672,0.086,1.131,3.737,0.243,0.616,0.595,0.698,0.667,0.073,0.364,2.365,1.836,3.608,0.249,0.579,0.601,0.123,0.693,0.669,0.079,3.659,0.247,0.594,0.598,15.42,0.829,0.388,161.1,0.632,0.626,0.628333333,15.6865,15.9842,15.8697
2023-12-02,MLG001,Jambearjo Farm,-8.075307,112.650801,450,2,C4,grand_growth,2,23.8,17.1,68.5,10.4,1,0.67,0.64,0.087,1.28,3.086,0.216,0.533,0.604,0.679,0.636,0.084,0.365,2.523,1.085,3.508,0.253,0.534,0.659,0.11,0.675,0.638,0.086,3.339,0.238,0.533,0.637,16.3,0.421,0.397,173.0,0.602333333,0.624,0.615,15.946,16.1602,16.065
