date,farm_id,district,latitude,longitude,altitude,rotun,plant_age,total_stalk,height_stalk,stalk_diameter,stalk_weight,temperature,presipitasi,relative_humidity,light_intensity,ndvi_s2,gndvi_s2,ndwi_s2,rvi_s2,dvi_s2,evi_s2,savi_s2,wdrvi_s2,ndvi_l9,gndvi_l9,ndwi_l9,rvi_l9,dvi_l9,evi_l9,savi_l9,wdrvi_l9,ndvi_fusion,gndvi_fusion,ndwi_fusion,rvi_fusion,dvi_fusion,evi_fusion,savi_fusion,wdrvi_fusion,yield_tons_per_hectare,temperature_humidity_interaction,water_stress_index,vegetation_health
2023-05-15,FARM0107,B,-7.553935,112.063198,419,3,56,10044,334.35,2.83,28.28,32.7,3.7,84.7,13.5,0.7318,0.689,0.5698,6.4584,0.5418,0.7669,0.6552,0.1273,0.7417,0.6575,0.5487,6.7444,0.5281,0.721,0.6536,0.1485,0.7368,0.6732,0.5593,6.6014,0.5349,0.7439,0.6544,0.1379,115.49,2769.690000000001,0.4407,0.7050000000000001
2024-08-07,FARM0107,B,-7.553935,112.063198,419,4,56,9149,334.87,2.25,15.89,27.3,0.9,68.1,15.0,0.6761,0.6739,0.592,5.1738,0.4598,0.6546,0.5845,0.0171,0.6931,0.7066,0.4841,5.5172,0.4574,0.6646,0.5915,0.0492,0.6846,0.6902,0.538,5.3455,0.4586,0.6596,0.588,0.0331,115.83,1859.13,0.462,0.6874
2021-02-24,FARM0108,B,-7.537559,112.034359,741,1,56,10984,340.08,3.41,39.72,34.8,23.9,78.3,13.5,0.691,0.6688,0.4759,5.4731,0.4753,0.7176,0.6002,0.0452,0.7553,0.668,0.6233,7.1745,0.5255,0.7541,0.6592,0.1786,0.7232,0.6684,0.5496,6.3238,0.5004,0.7358,0.6297,0.1119,116.86,2724.84,0.4504,0.6958
2022-04-20,FARM0108,B,-7.537559,112.034359,741,2,52,10366,356.34,2.86,24.77,35.0,0.2,83.8,15.4,0.7252,0.695,0.5652,6.2775,0.519,0.7509,0.6404,0.1133,0.7573,0.7268,0.5336,7.2404,0.5071,0.7272,0.6503,0.183,0.7412,0.7109,0.5494,6.7589,0.513,0.739,0.6454,0.1482,112.8,2933.0,0.4506,0.72605
2023-05-15,FARM0108,B,-7.537559,112.034359,741,3,48,10645,346.01,2.96,41.33,29.3,1.4,78.5,15.7,0.7345,0.6725,0.4804,6.534,0.4985,0.7593,0.6344,0.133,0.7486,0.736,0.5784,6.9541,0.519,0.7244,0.6524,0.1635,0.7415,0.7043,0.5294,6.7441,0.5088,0.7418,0.6434,0.1482,115.18,2300.05,0.4706,0.7229000000000001
2024-08-07,FARM0108,B,-7.537559,112.034359,741,4,56,10292,334.1,2.55,25.26,23.4,0.8,86.1,13.1,0.726,0.6471,0.5788,6.2997,0.4896,0.7458,0.6254,0.115,0.7461,0.6646,0.4713,6.8757,0.467,0.7023,0.6221,0.1579,0.736,0.6559,0.5251,6.5877,0.4783,0.7241,0.6237,0.1365,114.83,2014.74,0.4749,0.6959500000000001
2020-12-26,FARM0109,B,-7.567648,112.059171,302,1,48,9932,396.18,2.49,18.22,28.0,50.0,79.1,15.6,0.7232,0.6548,0.5796,6.2264,0.498,0.7017,0.6285,0.1092,0.7723,0.6628,0.5559,7.7819,0.479,0.774,0.6414,0.2176,0.7477,0.6588,0.5678,7.0041,0.4885,0.7379,0.6349,0.1634,113.32,2214.8,0.4322,0.70325
2022-01-20,FARM0109,B,-7.567648,112.059171,302,2,48,10921,363.27,2.87,26.14,27.8,18.6,72.2,14.2,0.7223,0.6512,0.5329,6.2009,0.5095,0.7582,0.634,0.1072,0.7608,0.7078,0.5975,7.3607,0.5197,0.7674,0.6589,0.191,0.7415,0.6795,0.5652,6.7808,0.5146,0.7628,0.6465,0.1491,117.23,2007.16,0.4348,0.7105
2023-02-14,FARM0109,B,-7.567648,112.059171,302,3,48,10375,288.52,2.22,11.38,30.3,7.6,78.2,16.2,0.6938,0.685,0.6266,5.5324,0.5275,0.7282,0.6279,0.0506,0.7601,0.6908,0.597,7.3364,0.5066,0.7801,0.6514,0.1894,0.727,0.6879,0.6118,6.4344,0.5171,0.7541,0.6396,0.12,107.28,2369.46,0.3882,0.7074499999999999
2024-05-09,FARM0109,B,-7.567648,112.059171,302,4,56,9625,274.23,2.2,11.31,33.7,0.3,82.6,16.0,0.7507,0.6852,0.5401,7.0226,0.5368,0.8412,0.6627,0.1682,0.7316,0.6964,0.6348,6.4525,0.5098,0.7526,0.6389,0.1268,0.7412,0.6908,0.5875,6.7375,0.5233,0.7969,0.6508,0.1475,97.44,2783.62,0.4125,0.716
2021-01-25,FARM0110,B,-7.530112,112.061208,549,1,52,9944,349.38,3.49,55.97,30.9,25.4,72.4,14.4,0.7222,0.7201,0.5575,6.1986,0.5345,0.7497,0.6465,0.107,0.7777,0.6706,0.6168,7.9959,0.5425,0.7724,0.6795,0.2305,0.7499,0.6954,0.5871,7.0973,0.5385,0.761,0.663,0.1688,113.62,2237.16,0.4129,0.72265
2022-03-21,FARM0110,B,-7.530112,112.061208,549,2,52,10187,373.35,2.99,33.56,30.5,13.5,85.7,15.7,0.7747,0.6537,0.601,7.8767,0.5675,0.894,0.6906,0.2234,0.7676,0.6632,0.5441,7.6057,0.5385,0.8357,0.6723,0.2067,0.7711,0.6584,0.5726,7.7412,0.553,0.8648,0.6814,0.2151,115.29,2613.85,0.4274,0.71475
2023-04-15,FARM0110,B,-7.530112,112.061208,549,3,48,9498,321.27,3.24,43.27,35.0,0.4,69.6,13.1,0.711,0.6341,0.5847,5.9216,0.5177,0.7233,0.6323,0.0844,0.7037,0.6459,0.575,5.7505,0.4894,0.7073,0.6141,0.0698,0.7074,0.64,0.5799,5.8361,0.5036,0.7153,0.6232,0.0771,114.96,2436.0,0.4201,0.6737
2024-05-09,FARM0110,B,-7.530112,112.061208,549,4,48,10340,306.7,2.5,19.11,30.2,2.1,74.7,14.2,0.6606,0.6323,0.5935,4.8926,0.4509,0.6062,0.5719,-0.0109,0.7288,0.7063,0.5443,6.3755,0.5228,0.7487,0.6442,0.1209,0.6947,0.6693,0.5689,5.6341,0.4868,0.6775,0.6081,0.055,116.29,2255.94,0.4311,0.6819999999999999
2020-12-26,FARM0111,B,-7.550885,112.047195,357,1,48,9406,358.87,2.72,28.05,27.1,2.9,70.0,15.9,0.7337,0.6368,0.5488,6.51,0.5121,0.774,0.6412,0.1312,0.7097,0.6746,0.5885,5.8889,0.5017,0.6888,0.6235,0.0816,0.7217,0.6557,0.5687,6.1994,0.5069,0.7314,0.6324,0.1064,115.94,1897.0,0.4313,0.6887
2022-02-19,FARM0111,B,-7.550885,112.047195,357,2,52,10293,364.09,2.69,27.17,31.3,2.2,71.1,15.7,0.738,0.6155,0.5502,6.6347,0.4773,0.7928,0.6243,0.1405,0.6917,0.6754,0.5851,5.4868,0.4406,0.606,0.5813,0.0464,0.7149,0.6454,0.5676,6.0607,0.4589,0.6994,0.6028,0.0935,113.33,2225.43,0.4324,0.68015
2023-03-16,FARM0111,B,-7.550885,112.047195,357,3,48,8773,363.36,2.86,31.18,35.0,7.0,84.8,14.7,0.7618,0.6488,0.5259,7.3969,0.519,0.8479,0.659,0.1933,0.7606,0.6568,0.5461,7.3536,0.471,0.7361,0.6312,0.1905,0.7612,0.6528,0.536,7.3753,0.495,0.792,0.6451,0.1919,112.86,2968.0,0.464,0.7070000000000001
2024-06-08,FARM0111,B,-7.550885,112.047195,357,4,56,9656,337.98,2.49,29.15,30.6,6.7,81.6,15.9,0.7418,0.688,0.5255,6.7469,0.4842,0.8094,0.6301,0.1487,0.7818,0.6547,0.6139,8.1644,0.5345,0.8501,0.6773,0.2404,0.7618,0.6713,0.5697,7.4556,0.5094,0.8298,0.6537,0.1945,116.72,2496.96,0.4303,0.71655
2021-02-24,FARM0112,B,-7.559462,112.038214,606,1,56,9921,366.69,2.68,26.64,31.1,47.4,68.6,16.8,0.753,0.6778,0.5024,7.0977,0.4997,0.8211,0.6442,0.1734,0.7523,0.6528,0.4963,7.0743,0.473,0.7322,0.6286,0.1718,0.7527,0.6653,0.4993,7.086,0.4864,0.7767,0.6364,0.1726,116.06,2133.46,0.5006999999999999,0.7090000000000001
2022-03-21,FARM0112,B,-7.559462,112.038214,606,2,48,10393,329.62,2.41,21.86,32.8,7.8,72.5,13.1,0.7493,0.7015,0.6023,6.9776,0.529,0.7578,0.658,0.1651,0.6922,0.6682,0.5067,5.4984,0.4362,0.6458,0.579,0.0475,0.7208,0.6848,0.5545,6.238,0.4826,0.7018,0.6185,0.1063,117.17,2378.0,0.4455,0.7028
2023-04-15,FARM0112,B,-7.559462,112.038214,606,3,48,9303,294.78,2.95,27.43,33.9,2.4,74.9,13.8,0.7727,0.7235,0.605,7.7994,0.5586,0.8415,0.6852,0.2187,0.7275,0.6667,0.5375,6.3391,0.5092,0.7057,0.6365,0.1181,0.7501,0.6951,0.5713,7.0693,0.5339,0.7736,0.6608,0.1684,114.26,2539.11,0.4287,0.7226
2024-05-09,FARM0112,B,-7.559462,112.038214,606,4,48,9538,262.45,2.01,7.62,34.5,1.7,87.4,16.8,0.6891,0.6649,0.6056,5.4335,0.52,0.7368,0.6217,0.0415,0.6987,0.6814,0.4935,5.6388,0.4644,0.6924,0.5981,0.06,0.6939,0.6731,0.5496,5.5361,0.4922,0.7146,0.6099,0.0508,84.32,3015.3,0.4504,0.6835
2021-02-24,FARM0113,B,-7.537062,112.036171,665,1,56,9053,369.33,2.87,36.98,34.4,14.3,70.0,15.3,0.6901,0.6963,0.6008,5.4533,0.4942,0.6887,0.6096,0.0434,0.7195,0.6769,0.5905,6.1295,0.5189,0.7322,0.6373,0.1015,0.7048,0.6866,0.5956,5.7914,0.5065,0.7104,0.6234,0.0724,114.19,2408.0,0.4044,0.6957
2022-04-20,FARM0113,B,-7.537062,112.036171,665,2,52,9768,358.14,2.97,41.91,32.5,0.0,76.9,14.1,0.7459,0.6671,0.4835,6.8722,0.4874,0.7836,0.6339,0.1577,0.7262,0.6768,0.4921,6.304,0.4614,0.697,0.6096,0.1154,0.7361,0.672,0.4878,6.5881,0.4744,0.7403,0.6217,0.1365,115.25,2499.25,0.5122,0.7040500000000001
2023-05-15,FARM0113,B,-7.537062,112.036171,665,3,48,10139,316.48,2.82,33.37,34.6,0.6,73.1,13.2,0.7014,0.6528,0.5785,5.6977,0.5359,0.7574,0.6359,0.0652,0.7015,0.6984,0.5576,5.6996,0.5112,0.6611,0.6241,0.0654,0.7014,0.6756,0.568,5.6987,0.5236,0.7093,0.63,0.0653,116.0,2529.26,0.4320000000000001,0.6885
2024-08-07,FARM0113,B,-7.537062,112.036171,665,4,56,9363,339.94,2.72,23.73,22.9,0.2,71.9,14.9,0.7305,0.6983,0.563,6.422,0.5391,0.7318,0.6532,0.1245,0.7097,0.6238,0.5873,5.8895,0.4625,0.6425,0.6024,0.0817,0.7201,0.661,0.5751,6.1557,0.5008,0.6872,0.6278,0.1031,114.88,1646.51,0.4249000000000001,0.69055
2021-01-25,FARM0114,B,-7.531255,112.060872,493,1,52,11226,351.79,2.82,20.91,32.3,22.5,78.7,16.2,0.74,0.67,0.5163,6.6922,0.527,0.7842,0.6521,0.1447,0.7553,0.6745,0.5416,7.1725,0.5336,0.7344,0.6634,0.1785,0.7476,0.6722,0.5289,6.9324,0.5303,0.7593,0.6578,0.1616,114.37,2542.01,0.4711,0.7099
2022-03-21,FARM0114,B,-7.531255,112.060872,493,2,52,11132,317.39,3.53,27.08,34.1,43.5,80.9,13.9,0.7135,0.6389,0.5536,5.9801,0.527,0.7143,0.6382,0.0893,0.7584,0.705,0.5869,7.2765,0.5245,0.8146,0.6602,0.1854,0.7359,0.672,0.5702,6.6283,0.5257,0.7644,0.6492,0.1373,115.57,2758.690000000001,0.4298,0.7039500000000001
2023-05-15,FARM0114,B,-7.531255,112.060872,493,3,52,9929,303.88,2.96,20.22,31.2,2.9,86.2,14.1,0.6753,0.702,0.5387,5.1586,0.4922,0.6898,0.6008,0.0156,0.7535,0.7072,0.6095,7.1145,0.5139,0.7795,0.6522,0.1745,0.7144,0.7046,0.5741,6.1366,0.503,0.7346,0.6265,0.0951,112.74,2689.44,0.4258999999999999,0.7095
2024-08-07,FARM0114,B,-7.531255,112.060872,493,4,56,9307,299.32,2.51,15.75,28.0,0.6,80.3,16.9,0.6914,0.7015,0.6177,5.4814,0.53,0.6763,0.6277,0.0459,0.7016,0.716,0.5833,5.7019,0.4783,0.6865,0.6071,0.0656,0.6965,0.7088,0.6005,5.5916,0.5041,0.6814,0.6174,0.0558,114.27,2248.4,0.3995,0.70265
2020-12-26,FARM0115,B,-7.543523,112.04868,703,1,48,10095,386.31,2.59,27.14,26.0,9.3,83.5,14.3,0.7675,0.6674,0.5176,7.6006,0.5413,0.7932,0.6736,0.2064,0.7487,0.6412,0.5638,6.9595,0.4843,0.6951,0.6334,0.1638,0.7581,0.6543,0.5407,7.28,0.5128,0.7442,0.6535,0.1851,116.89,2171.0,0.4593,0.7061999999999999
2022-03-21,FARM0115,B,-7.543523,112.04868,703,2,56,11137,326.2,2.82,22.87,33.1,3.5,83.1,14.8,0.7557,0.6724,0.5542,7.1877,0.5596,0.8711,0.6767,0.1795,0.7137,0.7106,0.6282,5.9858,0.514,0.7137,0.6319,0.0897,0.7347,0.6915,0.5912,6.5867,0.5368,0.7924,0.6543,0.1346,115.16,2750.61,0.4088000000000001,0.7131000000000001
2023-05-15,FARM0115,B,-7.543523,112.04868,703,3,52,9474,342.91,2.42,22.19,35.0,11.6,81.1,16.5,0.6605,0.6923,0.5945,4.8905,0.4625,0.6096,0.578,-0.0111,0.7059,0.6975,0.5709,5.8013,0.4861,0.7256,0.6134,0.0742,0.6832,0.6949,0.5827,5.3459,0.4743,0.6676,0.5957,0.0316,115.82,2838.5,0.4173,0.6890499999999999
2024-06-08,FARM0115,B,-7.543523,112.04868,703,4,48,10247,309.54,2.25,20.51,28.9,9.3,77.7,14.3,0.7312,0.6252,0.4785,6.4398,0.4884,0.7614,0.6272,0.1259,0.7617,0.7195,0.4692,7.3912,0.4784,0.7531,0.6361,0.193,0.7464,0.6724,0.4738,6.9155,0.4834,0.7572,0.6317,0.1594,115.9,2245.53,0.5262,0.7094
2020-12-26,FARM0116,B,-7.557664,112.065074,621,1,48,9649,384.34,3.5,60.6,28.7,6.4,74.5,16.0,0.745,0.697,0.5272,6.8416,0.5169,0.8242,0.6494,0.1555,0.7434,0.69,0.5664,6.7948,0.4986,0.6971,0.6388,0.1522,0.7442,0.6935,0.5468,6.8182,0.5077,0.7606,0.6441,0.1538,114.46,2138.15,0.4532,0.71885
2022-02-19,FARM0116,B,-7.557664,112.065074,621,2,52,9591,320.45,2.89,32.75,33.5,1.5,80.4,16.7,0.6976,0.6324,0.5123,5.6147,0.4848,0.7006,0.6086,0.0579,0.7443,0.6556,0.483,6.8225,0.4789,0.7502,0.6282,0.1542,0.721,0.644,0.4977,6.2186,0.4819,0.7254,0.6184,0.106,113.73,2693.4,0.5023,0.6825
2023-05-15,FARM0116,B,-7.557664,112.065074,621,3,56,10050,293.29,2.57,16.16,33.8,0.2,85.4,15.5,0.7478,0.6911,0.6063,6.9293,0.5554,0.8495,0.6704,0.1617,0.7147,0.655,0.6177,6.0112,0.5169,0.6925,0.6339,0.0918,0.7313,0.6731,0.612,6.4703,0.5361,0.771,0.6521,0.1268,114.23,2886.52,0.388,0.7021999999999999
2024-08-07,FARM0116,B,-7.557664,112.065074,621,4,56,9095,294.41,2.3,19.03,26.2,2.9,73.9,14.7,0.748,0.6868,0.5396,6.9365,0.5477,0.7548,0.6667,0.1622,0.7254,0.7161,0.5818,6.2822,0.4808,0.7537,0.6202,0.1136,0.7367,0.7015,0.5607,6.6094,0.5142,0.7542,0.6434,0.1379,115.62,1936.18,0.4393,0.7191000000000001
2021-02-24,FARM0117,B,-7.546751,112.061404,738,1,56,10593,382.39,3.29,28.85,34.4,1.7,70.4,15.4,0.7591,0.6602,0.6033,7.3036,0.5131,0.7915,0.6545,0.1872,0.7026,0.6707,0.6157,5.724,0.5036,0.7134,0.6208,0.0675,0.7308,0.6655,0.6095,6.5138,0.5083,0.7525,0.6377,0.1274,116.22,2421.76,0.3905,0.69815
2022-03-21,FARM0117,B,-7.546751,112.061404,738,2,48,10743,328.23,2.64,23.92,35.0,24.3,81.0,14.9,0.7324,0.7092,0.5542,6.4735,0.5222,0.7554,0.6457,0.1284,0.6919,0.6594,0.6115,5.4908,0.4825,0.6347,0.6044,0.0468,0.7121,0.6843,0.5829,5.9821,0.5023,0.695,0.6251,0.0876,113.16,2835.0,0.4171,0.6981999999999999
2023-05-15,FARM0117,B,-7.546751,112.061404,738,3,52,10706,355.25,2.8,33.17,32.5,3.9,76.4,13.4,0.7009,0.6396,0.5578,5.6877,0.4648,0.658,0.5995,0.0643,0.7174,0.6951,0.5978,6.0771,0.4697,0.6539,0.6101,0.0972,0.7092,0.6673,0.5778,5.8824,0.4673,0.6559,0.6048,0.0808,114.01,2483.0,0.4222,0.68825
2024-06-08,FARM0117,B,-7.546751,112.061404,738,4,48,10319,327.25,2.28,10.83,28.9,5.8,79.7,13.3,0.7452,0.608,0.4786,6.8503,0.4823,0.8075,0.6306,0.1561,0.746,0.7225,0.5494,6.8728,0.5298,0.7479,0.6567,0.1577,0.7456,0.6652,0.514,6.8615,0.5061,0.7777,0.6436,0.1569,101.0,2303.33,0.486,0.7054
2020-12-26,FARM0118,B,-7.552596,112.051415,349,1,48,11020,323.39,2.89,25.1,29.6,4.2,82.6,16.0,0.743,0.6646,0.529,6.7832,0.5113,0.8258,0.6455,0.1513,0.6981,0.6727,0.5022,5.6242,0.45,0.6625,0.5897,0.0588,0.7206,0.6686,0.5156,6.2037,0.4807,0.7442,0.6176,0.105,116.02,2444.96,0.4844000000000001,0.6946
2022-01-20,FARM0118,B,-7.552596,112.051415,349,2,48,11172,334.54,3.05,31.31,28.0,31.4,71.6,16.2,0.7335,0.7013,0.5295,6.5037,0.5126,0.7315,0.6413,0.1307,0.7731,0.7219,0.5253,7.8127,0.5102,0.7423,0.6597,0.2195,0.7533,0.7116,0.5274,7.1582,0.5114,0.7369,0.6505,0.1751,115.97,2004.8,0.4726,0.73245
2023-03-16,FARM0118,B,-7.552596,112.051415,349,3,52,9738,316.38,3.11,41.25,33.7,5.5,72.4,14.3,0.7551,0.699,0.5988,7.1669,0.5359,0.8052,0.6645,0.1781,0.6926,0.6616,0.5503,5.5072,0.4819,0.6767,0.6045,0.0483,0.7239,0.6803,0.5746,6.337,0.5089,0.741,0.6345,0.1132,116.82,2439.880000000001,0.4254,0.7021
2024-05-09,FARM0118,B,-7.552596,112.051415,349,4,52,10693,290.91,2.23,8.05,33.4,5.4,75.5,16.5,0.7241,0.6915,0.5487,6.2499,0.4883,0.7514,0.6237,0.1111,0.7095,0.6819,0.5031,5.8858,0.4909,0.7001,0.6178,0.0814,0.7168,0.6867,0.5259,6.0678,0.4896,0.7257,0.6208,0.0962,84.32,2521.7,0.4741,0.70175
2021-02-24,FARM0119,B,-7.555633,112.058708,386,1,56,11426,329.56,3.41,39.97,31.1,11.7,84.0,13.1,0.7375,0.7007,0.6205,6.6194,0.5518,0.7671,0.6631,0.1394,0.6983,0.7023,0.529,5.6291,0.5009,0.718,0.6172,0.0592,0.7179,0.7015,0.5747,6.1242,0.5264,0.7426,0.6402,0.0993,114.7,2612.4,0.4253,0.7097
2022-03-21,FARM0119,B,-7.555633,112.058708,386,2,48,10831,307.49,2.56,22.72,34.0,5.1,79.8,14.2,0.7519,0.6892,0.4635,7.0604,0.4854,0.8129,0.6356,0.1708,0.7271,0.7132,0.6068,6.3276,0.4822,0.7126,0.6218,0.1172,0.7395,0.7012,0.5352,6.694,0.4838,0.7627,0.6287,0.144,115.51,2713.2,0.4648,0.72035
2023-04-15,FARM0119,B,-7.555633,112.058708,386,3,48,10918,300.3,2.28,10.28,32.9,1.1,81.1,16.7,0.745,0.6882,0.5385,6.8427,0.5124,0.8216,0.6471,0.1556,0.7667,0.684,0.4919,7.5738,0.4995,0.7483,0.6507,0.2047,0.7559,0.6861,0.5152,7.2083,0.5059,0.785,0.6489,0.1801,101.62,2668.19,0.4848,0.7210000000000001
2024-05-09,FARM0119,B,-7.555633,112.058708,386,4,48,9540,279.76,2.54,15.11,35.0,4.6,70.8,16.4,0.6921,0.6638,0.5589,5.4946,0.4908,0.7244,0.6088,0.0471,0.7063,0.694,0.5253,5.8108,0.4439,0.7057,0.5901,0.075,0.6992,0.6789,0.5421,5.6527,0.4674,0.7151,0.5995,0.0611,115.25,2478.0,0.4579,0.6890499999999999
2021-01-25,FARM0120,B,-7.533709,112.054983,233,1,52,9859,334.75,2.67,24.14,30.7,2.7,87.6,14.5,0.7024,0.6175,0.6043,5.7211,0.4709,0.7384,0.6035,0.0673,0.7688,0.7422,0.5292,7.6507,0.5378,0.8335,0.6725,0.2095,0.7356,0.6798,0.5667,6.6859,0.5044,0.7859,0.638,0.1384,116.44,2689.32,0.4333,0.7077
2022-03-21,FARM0120,B,-7.533709,112.054983,233,2,52,10396,350.25,3.17,43.57,30.7,10.6,85.4,13.9,0.6735,0.6745,0.5583,5.1254,0.4851,0.6546,0.5963,0.0124,0.7186,0.6533,0.5132,6.1078,0.4867,0.6945,0.6201,0.0997,0.6961,0.6639,0.5357,5.6166,0.4859,0.6745,0.6082,0.0561,115.16,2621.78,0.4643,0.68
2023-05-15,FARM0120,B,-7.533709,112.054983,233,3,52,10007,330.51,2.67,17.06,29.3,4.2,73.3,14.2,0.7473,0.6381,0.5634,6.9135,0.5242,0.7486,0.6544,0.1606,0.7333,0.7162,0.5482,6.4981,0.5203,0.7275,0.6452,0.1303,0.7403,0.6771,0.5558,6.7058,0.5222,0.738,0.6498,0.1455,112.98,2147.69,0.4442,0.7087
2024-08-07,FARM0120,B,-7.533709,112.054983,233,4,56,9639,298.85,2.62,22.98,28.4,3.7,69.2,13.1,0.6819,0.6862,0.5949,5.2866,0.4677,0.6715,0.5916,0.0279,0.762,0.6615,0.6524,7.4022,0.5362,0.8327,0.6682,0.1937,0.7219,0.6738,0.6236,6.3444,0.502,0.7521,0.6299,0.1108,114.84,1965.28,0.3764,0.69785
2021-01-25,FARM0121,B,-7.569014,112.066348,445,1,52,9955,367.93,2.75,35.4,27.6,17.5,87.6,16.9,0.7369,0.649,0.5005,6.6028,0.4888,0.7729,0.6303,0.1381,0.6699,0.6518,0.5312,5.0582,0.4397,0.6438,0.5704,0.0058,0.7034,0.6504,0.5159,5.8305,0.4643,0.7083,0.6003,0.072,115.38,2417.76,0.4841,0.6769000000000001
2022-03-21,FARM0121,B,-7.569014,112.066348,445,2,52,9828,334.07,2.62,19.58,32.0,9.7,74.0,14.3,0.6837,0.6728,0.5464,5.3222,0.4759,0.6965,0.5968,0.0312,0.7288,0.6384,0.6036,6.3743,0.493,0.7033,0.6286,0.1208,0.7062,0.6556,0.575,5.8483,0.4845,0.6999,0.6127,0.076,116.89,2368.0,0.425,0.6809000000000001
2023-04-15,FARM0121,B,-7.569014,112.066348,445,3,48,10801,317.53,2.72,28.73,32.6,3.7,75.7,14.0,0.7293,0.7056,0.5305,6.3874,0.521,0.7284,0.6435,0.1218,0.7731,0.6736,0.5965,7.8161,0.5407,0.761,0.6762,0.2197,0.7512,0.6896,0.5635,7.1017,0.5309,0.7447,0.6599,0.1708,115.14,2467.82,0.4365,0.7203999999999999
2024-05-09,FARM0121,B,-7.569014,112.066348,445,4,48,10147,305.76,2.47,15.39,30.6,5.8,85.7,14.2,0.7439,0.7214,0.5589,6.8097,0.548,0.824,0.6647,0.1532,0.7487,0.6241,0.4982,6.9575,0.4773,0.7728,0.6294,0.1637,0.7463,0.6727,0.5286,6.8836,0.5127,0.7984,0.6471,0.1585,113.29,2622.42,0.4714,0.7095
2021-01-25,FARM0122,B,-7.539793,112.038582,567,1,52,10384,353.07,3.13,24.59,27.9,6.3,69.8,14.9,0.7208,0.7088,0.5421,6.1638,0.5302,0.7677,0.6437,0.1042,0.7819,0.6809,0.5794,8.1717,0.5441,0.8664,0.6825,0.2408,0.7514,0.6948,0.5607,7.1677,0.5372,0.817,0.6631,0.1725,116.69,1947.42,0.4393,0.7231
2022-04-20,FARM0122,B,-7.539793,112.038582,567,2,56,9369,311.79,2.6,23.2,30.3,6.5,69.3,16.8,0.7212,0.7003,0.51,6.1731,0.4929,0.7003,0.6247,0.105,0.7356,0.6788,0.6137,6.5657,0.5256,0.7661,0.6492,0.1354,0.7284,0.6895,0.5619,6.3694,0.5092,0.7332,0.6369,0.1202,112.91,2099.79,0.4381,0.70895
2023-05-15,FARM0122,B,-7.539793,112.038582,567,3,48,9041,290.73,2.25,11.16,32.7,2.4,70.0,14.3,0.71,0.6802,0.4998,5.8974,0.4693,0.716,0.6064,0.0823,0.7394,0.6936,0.601,6.6752,0.4958,0.7661,0.6354,0.1435,0.7247,0.6869,0.5504,6.2863,0.4826,0.741,0.6209,0.1129,89.26,2289.0,0.4496,0.7058
2024-06-08,FARM0122,B,-7.539793,112.038582,567,4,48,8863,267.5,2.68,22.33,29.8,12.9,76.6,14.2,0.7231,0.6357,0.5725,6.2219,0.5007,0.7037,0.6298,0.1089,0.7813,0.6763,0.5682,8.1446,0.5439,0.8014,0.682,0.2392,0.7522,0.656,0.5704,7.1832,0.5223,0.7526,0.6559,0.1741,113.16,2282.68,0.4296,0.7041
2021-01-25,FARM0123,B,-7.557744,112.050035,474,1,52,11338,345.33,3.0,20.52,32.6,6.7,76.5,16.9,0.6927,0.689,0.5817,5.5087,0.5225,0.6853,0.6249,0.0484,0.7799,0.7129,0.5793,8.0886,0.5272,0.7587,0.6725,0.236,0.7363,0.701,0.5805,6.7987,0.5249,0.722,0.6487,0.1422,113.79,2493.9,0.4195,0.71865
2022-02-19,FARM0123,B,-7.557744,112.050035,474,2,48,10498,374.31,2.65,21.75,31.3,2.8,79.6,14.9,0.7327,0.6958,0.6069,6.4808,0.5352,0.7527,0.6524,0.129,0.7659,0.6854,0.5911,7.5424,0.4828,0.7137,0.6407,0.2027,0.7493,0.6906,0.599,7.0116,0.509,0.7332,0.6465,0.1658,116.14,2491.48,0.401,0.71995
2023-05-15,FARM0123,B,-7.557744,112.050035,474,3,56,9850,329.01,3.01,23.26,30.2,1.2,71.4,15.4,0.7439,0.677,0.5766,6.8105,0.5385,0.8126,0.66,0.1533,0.7184,0.7385,0.6155,6.1014,0.5145,0.7223,0.6346,0.0992,0.7312,0.7077,0.5961,6.456,0.5265,0.7675,0.6473,0.1263,116.74,2156.28,0.4039,0.7194499999999999
2024-08-07,FARM0123,B,-7.557744,112.050035,474,4,56,10032,279.57,2.36,9.86,26.9,1.3,69.9,15.1,0.7028,0.6267,0.5184,5.73,0.4799,0.7156,0.6086,0.068,0.6901,0.6422,0.5883,5.4543,0.477,0.6584,0.6007,0.0435,0.6965,0.6344,0.5534,5.5921,0.4785,0.687,0.6046,0.0557,84.86,1880.31,0.4466,0.66545
2021-01-25,FARM0124,B,-7.562538,112.055454,517,1,52,10676,347.0,3.29,31.83,31.5,26.8,77.2,15.7,0.7692,0.7069,0.5048,7.6666,0.5436,0.8834,0.6758,0.2105,0.7011,0.7121,0.5898,5.6906,0.5012,0.6618,0.6188,0.0646,0.7352,0.7095,0.5473,6.6786,0.5224,0.7726,0.6473,0.1376,113.61,2431.8,0.4527,0.72235
2022-03-21,FARM0124,B,-7.562538,112.055454,517,2,52,10558,342.28,3.21,23.98,35.0,5.3,73.1,14.5,0.7251,0.6817,0.5944,6.2767,0.5007,0.7586,0.6309,0.1132,0.7141,0.6986,0.6133,5.9963,0.5121,0.7367,0.6311,0.0906,0.7196,0.6901,0.6039,6.1365,0.5064,0.7477,0.631,0.1019,112.78,2558.5,0.3961,0.70485
