state_name,district_name,year,season,area_hectare,yield_t_ha,yield_tons_per_hectare,state,district,yield,prev_year_yield,yield_3yr_avg,yield_5yr_avg,ndvi_region,region,ndvi_mean,ndvi_max,ndvi_min,ndvi_std,variety,rainfall_mm,temperature_c,sunlight_hours,soil_nitrogen,soil_phosphorus,soil_potassium,crop_duration_days,irrigation_frequency
Bihar,KATIHAR,,Whole Year,140.0,42.14285714,,Bihar,Katihar,42.14285714,25.33333333,36.158730156666664,38.5921488825,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KATIHAR,,Whole Year,1.0,46.0,,Bihar,Katihar,46.0,42.14285714,37.82539682333333,40.073719106,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KATIHAR,,Whole Year,1.0,40.0,,Bihar,Katihar,40.0,46.0,42.71428571333333,38.895238094,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KATIHAR,,Whole Year,96.0,39.69791667,,Bihar,Katihar,39.69791667,40.0,41.89930555666667,38.634821427999995,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KATIHAR,,Whole Year,39.0,36.48717949,,Bihar,Katihar,36.48717949,39.69791667,38.72836538666667,40.865590659999995,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KATIHAR,,Whole Year,8.0,40.875,,Bihar,Katihar,40.875,36.48717949,39.02003205333333,40.612019232,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KATIHAR,,Whole Year,189.0,41.53968254,,Bihar,Katihar,41.53968254,40.875,39.633954010000004,39.71995574,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KATIHAR,,Whole Year,361.0,45.25484765,,Bihar,Katihar,45.25484765,41.53968254,42.556510063333334,40.77092527,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KATIHAR,,Whole Year,37.0,43.59459459,,Bihar,Katihar,43.59459459,45.25484765,43.46304159333334,41.550260854,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KATIHAR,,Whole Year,161.0,44.8447205,,Bihar,Katihar,44.8447205,43.59459459,44.56472091333333,43.221769056,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KATIHAR,,Whole Year,222.0,56.72972973,,Bihar,Katihar,56.72972973,44.8447205,48.38968160666667,46.392715002,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KATIHAR,,Whole Year,224.0,53.13839286,,Bihar,Katihar,53.13839286,56.72972973,51.57094769666667,48.712457066,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KATIHAR,,Whole Year,230.0,58.61304348,,Bihar,Katihar,58.61304348,53.13839286,56.16038869000001,51.384096232000005,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KATIHAR,,Whole Year,1.0,4600.0,,Bihar,Katihar,4600.0,58.61304348,1570.5838121133331,962.665177314,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KATIHAR,,Whole Year,1.0,4000.0,,Bihar,Katihar,4000.0,4600.0,2886.2043478266664,1753.696233214,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KATIHAR,,Whole Year,96.0,3969.791667,,Bihar,Katihar,3969.791667,4000.0,4189.930555666667,2536.308620668,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KATIHAR,,Whole Year,39.0,3648.717949,,Bihar,Katihar,3648.717949,3969.791667,3872.8365386666665,3255.4245318959997,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KATIHAR,,Whole Year,8.0,4087.5,,Bihar,Katihar,4087.5,3648.717949,3902.003205333333,4061.2019232,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KATIHAR,,Whole Year,189.0,4153.968254,,Bihar,Katihar,4153.968254,4087.5,3963.395401,3971.9955740000005,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KATIHAR,,Whole Year,361.0,4525.484765,,Bihar,Katihar,4525.484765,4153.968254,4255.6510063333335,4077.092527,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KATIHAR,,Whole Year,37.0,4359.459459,,Bihar,Katihar,4359.459459,4525.484765,4346.304159333334,4155.0260854,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KATIHAR,,Whole Year,161.0,4484.47205,,Bihar,Katihar,4484.47205,4359.459459,4456.472091333333,4322.1769056,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KATIHAR,,Whole Year,222.0,5672.972973,,Bihar,Katihar,5672.972973,4484.47205,4838.968160666666,4639.2715002,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KATIHAR,,Whole Year,224.0,5313.839286,,Bihar,Katihar,5313.839286,5672.972973,5157.094769666667,4871.2457066,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KATIHAR,,Whole Year,230.0,5861.304348,,Bihar,Katihar,5861.304348,5313.839286,5616.038869,5138.4096232,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KATIHAR,,Whole Year,223.0,5108.96861,,Bihar,Katihar,5108.96861,5861.304348,5428.037414666666,5288.3114534,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KATIHAR,,Whole Year,226.0,5604.867257,,Bihar,Katihar,5604.867257,5108.96861,5525.046738333333,5512.3904948,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KATIHAR,,Whole Year,237.0,5668.776371,,Bihar,Katihar,5668.776371,5604.867257,5460.8707460000005,5511.5511744,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KATIHAR,,Whole Year,158.0,4589.240506,,Bihar,Katihar,4589.240506,5668.776371,5287.628044666667,5366.6314184,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KATIHAR,,Whole Year,2.0,4100.0,,Bihar,Katihar,4100.0,4589.240506,4786.005625666666,5014.3705488,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KATIHAR,,Whole Year,3.0,2533.333333,,Bihar,Katihar,2533.333333,4100.0,3740.857946333333,4499.243493399999,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KATIHAR,,Whole Year,140.0,4214.285714,,Bihar,Katihar,4214.285714,2533.333333,3615.8730156666666,4221.127184800001,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KHAGARIA,,Whole Year,207.0,55.33816425,,Bihar,Khagaria,55.33816425,,55.33816425,55.33816425,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KHAGARIA,,Whole Year,144.0,50.5,,Bihar,Khagaria,50.5,55.33816425,52.919082125,52.919082125,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KHAGARIA,,Whole Year,159.0,41.91194969,,Bihar,Khagaria,41.91194969,50.5,49.25003798,49.25003798,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KHAGARIA,,Whole Year,87.0,40.2183908,,Bihar,Khagaria,40.2183908,41.91194969,44.21011349666666,46.992126185000004,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KHAGARIA,,Whole Year,203.0,46.33004926,,Bihar,Khagaria,46.33004926,40.2183908,42.820129916666666,46.8597108,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KHAGARIA,,Whole Year,138.0,39.44202899,,Bihar,Khagaria,39.44202899,46.33004926,41.99682301666667,43.680483748,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KHAGARIA,,Whole Year,152.0,43.68421053,,Bihar,Khagaria,43.68421053,39.44202899,43.15209626,42.317325854,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KHAGARIA,,Whole Year,142.0,26.61971831,,Bihar,Khagaria,26.61971831,43.68421053,36.58198594333333,39.258879578,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KHAGARIA,,Whole Year,142.0,39.08450704,,Bihar,Khagaria,39.08450704,26.61971831,36.462811959999996,39.032102826000006,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KHAGARIA,,Whole Year,1.0,17.0,,Bihar,Khagaria,17.0,39.08450704,27.568075116666666,33.166092974,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KHAGARIA,,Whole Year,1.0,31.0,,Bihar,Khagaria,31.0,17.0,29.02816901333333,31.477687175999996,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KHAGARIA,,Whole Year,221.0,84.22171946,,Bihar,Khagaria,84.22171946,31.0,44.073906486666665,39.585188962,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KHAGARIA,,Whole Year,73.0,99.84931507,,Bihar,Khagaria,99.84931507,84.22171946,71.69034484333334,54.231108314,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KHAGARIA,,Whole Year,74.0,74.2972973,,Bihar,Khagaria,74.2972973,99.84931507,86.12277727666667,61.273666366,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KHAGARIA,,Whole Year,74.0,55.54054054,,Bihar,Khagaria,55.54054054,74.2972973,76.56238430333333,68.98177447399999,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KHAGARIA,,Whole Year,203.0,4633.004926,,Bihar,Khagaria,4633.004926,55.54054054,1587.6142546133333,989.3827596739999,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KHAGARIA,,Whole Year,138.0,3944.202899,,Bihar,Khagaria,3944.202899,4633.004926,2877.582788513333,1761.378995582,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KHAGARIA,,Whole Year,152.0,4368.421053,,Bihar,Khagaria,4368.421053,3944.202899,4315.209626,2615.093343168,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KHAGARIA,,Whole Year,142.0,2661.971831,,Bihar,Khagaria,2661.971831,4368.421053,3658.198594333333,3132.628249908,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KHAGARIA,,Whole Year,142.0,3908.450704,,Bihar,Khagaria,3908.450704,2661.971831,3646.281196,3903.2102825999996,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KHAGARIA,,Whole Year,1.0,1700.0,,Bihar,Khagaria,1700.0,3908.450704,2756.8075116666664,3316.6092974,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KHAGARIA,,Whole Year,1.0,3100.0,,Bihar,Khagaria,3100.0,1700.0,2902.816901333333,3147.7687176,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KHAGARIA,,Whole Year,221.0,8422.171946,,Bihar,Khagaria,8422.171946,3100.0,4407.390648666667,3958.5188962,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KHAGARIA,,Whole Year,73.0,9984.931507,,Bihar,Khagaria,9984.931507,8422.171946,7169.034484333334,5423.110831399999,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KHAGARIA,,Whole Year,74.0,7429.72973,,Bihar,Khagaria,7429.72973,9984.931507,8612.277727666667,6127.366636600001,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KHAGARIA,,Whole Year,74.0,5554.054054,,Bihar,Khagaria,5554.054054,7429.72973,7656.238430333334,6898.1774474,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KHAGARIA,,Whole Year,7.0,5357.142857,,Bihar,Khagaria,5357.142857,5554.054054,6113.642213666667,7349.6060188,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KHAGARIA,,Whole Year,11.0,6109.090909,,Bihar,Khagaria,6109.090909,5357.142857,5673.429273333334,6886.9898114,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KHAGARIA,,Whole Year,207.0,5533.816425,,Bihar,Khagaria,5533.816425,6109.090909,5666.683397000001,5996.766795,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KHAGARIA,,Whole Year,144.0,5050.0,,Bihar,Khagaria,5050.0,5533.816425,5564.302444666668,5520.820849,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KHAGARIA,,Whole Year,159.0,4191.194969,,Bihar,Khagaria,4191.194969,5050.0,4925.003798000001,5248.249032,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KHAGARIA,,Whole Year,87.0,4021.83908,,Bihar,Khagaria,4021.83908,4191.194969,4421.011349666667,4981.1882766,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KISHANGANJ,,Whole Year,2.0,46.0,,Bihar,Kishanganj,46.0,,46.0,46.0,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KISHANGANJ,,Whole Year,19.0,40.84210526,,Bihar,Kishanganj,40.84210526,46.0,43.42105263,43.42105263,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KISHANGANJ,,Whole Year,23.0,25.30434783,,Bihar,Kishanganj,25.30434783,40.84210526,37.382151029999996,37.382151029999996,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KISHANGANJ,,Whole Year,3.0,29.0,,Bihar,Kishanganj,29.0,25.30434783,31.71548436333333,35.2866132725,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KISHANGANJ,,Whole Year,38.0,46.31578947,,Bihar,Kishanganj,46.31578947,29.0,33.540045766666665,37.492448511999996,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KISHANGANJ,,Whole Year,76.0,35.64473684,,Bihar,Kishanganj,35.64473684,46.31578947,36.98684210333334,35.42139588,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KISHANGANJ,,Whole Year,71.0,44.0,,Bihar,Kishanganj,44.0,35.64473684,41.98684210333334,36.052974828,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KISHANGANJ,,Whole Year,69.0,48.02898551,,Bihar,Kishanganj,48.02898551,44.0,42.557907449999995,40.597902364,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KISHANGANJ,,Whole Year,70.0,50.18571429,,Bihar,Kishanganj,50.18571429,48.02898551,47.40489993333333,44.835045222,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KISHANGANJ,,Whole Year,75.0,64.68,,Bihar,Kishanganj,64.68,50.18571429,54.29823326666667,48.507887328,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KISHANGANJ,,Whole Year,81.0,57.20987654,,Bihar,Kishanganj,57.20987654,64.68,57.35853027666667,52.820915268,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KISHANGANJ,,Whole Year,78.0,55.53846154,,Bihar,Kishanganj,55.53846154,57.20987654,59.14277936,55.128607576,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KISHANGANJ,,Whole Year,38.0,4631.578947,,Bihar,Kishanganj,4631.578947,55.53846154,1581.4424283600001,971.8385998739999,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KISHANGANJ,,Whole Year,76.0,3564.473684,,Bihar,Kishanganj,3564.473684,4631.578947,2750.53036418,1674.6961938159998,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KISHANGANJ,,Whole Year,71.0,4400.0,,Bihar,Kishanganj,4400.0,3564.473684,4198.684210333334,2541.7601938159996,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KISHANGANJ,,Whole Year,69.0,4802.898551,,Bihar,Kishanganj,4802.898551,4400.0,4255.790744999999,3490.897928708,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KISHANGANJ,,Whole Year,70.0,5018.571429,,Bihar,Kishanganj,5018.571429,4802.898551,4740.489993333333,4483.5045222,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KISHANGANJ,,Whole Year,75.0,6468.0,,Bihar,Kishanganj,6468.0,5018.571429,5429.823326666666,4850.7887328,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KISHANGANJ,,Whole Year,81.0,5720.987654,,Bihar,Kishanganj,5720.987654,6468.0,5735.853027666667,5282.0915268,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KISHANGANJ,,Whole Year,78.0,5553.846154,,Bihar,Kishanganj,5553.846154,5720.987654,5914.2779359999995,5512.8607575999995,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KISHANGANJ,,Whole Year,82.0,5356.097561,,Bihar,Kishanganj,5356.097561,5553.846154,5543.643789666666,5623.5005596,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KISHANGANJ,,Whole Year,85.0,5756.470588,,Bihar,Kishanganj,5756.470588,5356.097561,5555.471434333333,5771.0803914,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KISHANGANJ,,Whole Year,86.0,5952.325581,,Bihar,Kishanganj,5952.325581,5756.470588,5688.29791,5667.9455075999995,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KISHANGANJ,,Whole Year,92.0,5668.478261,,Bihar,Kishanganj,5668.478261,5952.325581,5792.42481,5657.443628999999,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KISHANGANJ,,Whole Year,75.0,6112.0,,Bihar,Kishanganj,6112.0,5668.478261,5910.934614000001,5769.0743982,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KISHANGANJ,,Whole Year,2.0,4600.0,,Bihar,Kishanganj,4600.0,6112.0,5460.159420333333,5617.854885999999,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KISHANGANJ,,Whole Year,19.0,4084.210526,,Bihar,Kishanganj,4084.210526,4600.0,4932.070175333333,5283.4028736,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KISHANGANJ,,Whole Year,23.0,2530.434783,,Bihar,Kishanganj,2530.434783,4084.210526,3738.215103,4599.024714,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KISHANGANJ,,Whole Year,3.0,2900.0,,Bihar,Kishanganj,2900.0,2530.434783,3171.548436333333,4045.3290618,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KODERMA,,Whole Year,189.0,3093.650794,,Bihar,Koderma,3093.650794,,3093.650794,3093.650794,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KODERMA,,Whole Year,306.0,3009.803922,,Bihar,Koderma,3009.803922,3093.650794,3051.727358,3051.727358,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,KODERMA,,Whole Year,166.0,3333.73494,,Bihar,Koderma,3333.73494,3009.803922,3145.7298853333336,3145.7298853333336,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,LAKHISARAI,,Whole Year,60.0,84.21666667,,Bihar,Lakhisarai,84.21666667,,84.21666667,84.21666667,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,LAKHISARAI,,Whole Year,60.0,8421.666667,,Bihar,Lakhisarai,8421.666667,84.21666667,4252.9416668349995,4252.9416668349995,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,LOHARDAGA,,Whole Year,40.0,4297.5,,Bihar,Lohardaga,4297.5,,4297.5,4297.5,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,LOHARDAGA,,Whole Year,50.0,4678.0,,Bihar,Lohardaga,4678.0,4297.5,4487.75,4487.75,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
Bihar,LOHARDAGA,,Whole Year,60.0,4050.0,,Bihar,Lohardaga,4050.0,4678.0,4341.833333333333,4341.833333333333,,,,,,,Co 0238,1221.5,29.823333333333334,7.746666666666667,148.13333333333333,55.56666666666667,69.93333333333334,354.73333333333335,3.5
