state,variety,area_hectare,soil_type,soil_ph,soil_moisture,rainfall_mm,temperature_c,humidity_pct,growth_stage,historical_yield,yield
Haryana,CoC 671,16038.0,Alluvial Soil,7.33,71.0,1577.0,25.9,81.4,Planting,68.08,69.21
Haryana,CoC 671,11332.0,Alluvial Soil,6.76,39.0,967.4,28.4,66.6,Germination,69.21,60.71
Haryana,CoC 671,13833.0,Alluvial Soil,6.7,57.1,1334.9,31.5,71.5,Tillering,60.71,75.04
Haryana,CoC 671,8451.0,Alluvial Soil,6.73,54.3,1449.5,31.2,78.5,Grand Growth,75.04,7.45
Haryana,CoC 671,9928.0,Alluvial Soil,7.08,53.9,1285.2,26.8,71.5,Maturity,45.0,7.76
Haryana,CoC 671,9301.0,Alluvial Soil,6.65,56.2,1165.2,21.7,70.1,Harvest,83.94,80.64
Haryana,CoC 671,671.0,Alluvial Soil,6.86,42.5,994.6,29.5,60.1,Harvest,72.71,74.52
Haryana,CoC 671,811.0,Alluvial Soil,6.99,60.6,1269.7,31.4,72.1,Planting,74.52,56.72
Haryana,CoC 671,849.0,Alluvial Soil,6.99,50.9,1298.6,30.6,59.9,Germination,56.72,70.67
Haryana,CoC 671,710.0,Alluvial Soil,7.09,54.4,1329.4,31.9,70.8,Tillering,70.67,9.86
Haryana,CoC 671,836.0,Alluvial Soil,6.92,55.9,1333.9,33.7,58.2,Grand Growth,85.77,86.12
Haryana,CoC 671,3622.0,Alluvial Soil,6.6,51.4,1335.2,23.5,69.8,Tillering,69.56,69.3
Haryana,CoC 671,2218.0,Alluvial Soil,6.6,57.8,1353.3,24.7,63.8,Grand Growth,69.3,48.69
Haryana,CoC 671,2129.0,Alluvial Soil,7.32,70.3,1653.4,30.9,74.3,Maturity,48.69,5.64
Haryana,CoC 671,2095.0,Alluvial Soil,6.6,71.3,1694.5,32.3,87.2,Harvest,45.0,5.25
Haryana,CoC 671,2978.0,Alluvial Soil,7.38,39.7,1189.0,29.4,61.9,Planting,50.36,52.05
Haryana,CoC 671,1000.0,Sandy Loam,6.95,61.6,1496.6,29.1,72.9,Germination,45.0,40.0
Haryana,CoC 671,868.0,Alluvial Soil,7.1,50.8,1314.9,30.8,64.3,Tillering,40.0,69.12
Haryana,CoC 671,981.0,Alluvial Soil,6.35,37.2,1021.3,26.8,63.2,Grand Growth,69.12,50.97
Haryana,CoC 671,830.0,Alluvial Soil,7.39,53.1,1149.8,28.4,77.9,Maturity,50.97,72.29
Haryana,CoC 671,1106.0,Alluvial Soil,6.75,53.0,1473.0,33.4,63.7,Harvest,72.29,54.25
Haryana,CoC 671,1197.0,Alluvial Soil,6.92,48.5,1155.2,28.7,68.3,Planting,54.25,50.13
Haryana,CoC 671,909.0,Alluvial Soil,7.12,53.1,1217.4,28.0,61.7,Germination,50.13,66.01
Haryana,CoC 671,847.0,Alluvial Soil,7.27,55.5,1061.3,28.3,68.5,Tillering,66.01,70.84
Haryana,CoC 671,1139.0,Alluvial Soil,7.22,52.4,1346.8,25.7,78.8,Grand Growth,70.84,52.68
Haryana,CoC 671,736.0,Black Soil,7.69,53.0,1040.3,25.1,71.2,Maturity,52.68,92.39
Haryana,CoC 671,660.0,Alluvial Soil,7.39,43.4,1231.2,30.8,66.0,Harvest,92.39,45.45
Haryana,CoC 671,413.0,Alluvial Soil,6.88,57.9,1222.9,30.6,57.0,Planting,45.45,106.54
Haryana,CoC 671,519.0,Alluvial Soil,7.15,47.6,946.8,30.5,66.7,Germination,106.54,113.68
Haryana,CoC 671,5000.0,Alluvial Soil,7.52,51.3,1541.6,28.3,71.5,Tillering,52.4,58.0
Haryana,CoC 671,4278.0,Alluvial Soil,7.33,36.5,692.3,32.6,51.0,Grand Growth,58.0,51.43
Haryana,CoC 671,4360.0,Alluvial Soil,7.22,39.9,1110.9,33.9,72.4,Maturity,51.43,75.69
Haryana,CoC 671,4849.0,Alluvial Soil,7.31,55.7,1314.1,31.2,66.7,Harvest,75.69,65.99
Haryana,CoC 671,6281.0,Alluvial Soil,6.84,33.3,816.4,29.3,55.3,Planting,65.99,62.09
Haryana,CoC 671,7349.0,Alluvial Soil,7.15,44.1,1054.3,28.8,61.7,Germination,62.09,51.71
Haryana,CoC 671,7821.0,Alluvial Soil,6.91,59.6,1697.5,30.8,73.8,Tillering,51.71,61.37
Haryana,CoC 671,6527.0,Alluvial Soil,7.17,53.4,1085.4,23.8,68.2,Grand Growth,61.37,68.94
Haryana,CoC 671,6372.0,Alluvial Soil,7.06,54.3,1149.0,36.3,53.6,Maturity,68.94,62.77
Haryana,CoC 671,7820.0,Alluvial Soil,7.28,30.0,739.4,31.6,60.0,Harvest,62.77,77.37
Haryana,CoC 671,7848.0,Alluvial Soil,7.23,53.9,1310.6,28.0,76.2,Planting,77.37,70.08
Haryana,CoC 671,3423.0,Alluvial Soil,7.21,53.2,1391.9,32.4,78.5,Germination,70.08,59.01
Haryana,CoC 671,3960.0,Alluvial Soil,7.59,51.7,1244.2,27.7,65.1,Tillering,59.01,78.54
Haryana,CoC 671,5827.0,Alluvial Soil,7.3,32.0,840.4,27.9,61.3,Grand Growth,78.54,7.89
Haryana,CoC 671,6820.0,Alluvial Soil,6.99,60.1,1468.7,26.3,74.8,Maturity,45.0,8.5
Haryana,CoC 671,7067.0,Alluvial Soil,6.93,48.9,1305.6,31.4,65.8,Harvest,83.18,91.55
Haryana,CoC 671,12000.0,Alluvial Soil,7.14,31.9,886.6,29.6,70.3,Harvest,48.48,45.83
Haryana,CoC 671,12296.0,Alluvial Soil,7.33,54.4,1263.6,29.3,62.1,Planting,45.83,52.86
Haryana,CoC 671,12769.0,Alluvial Soil,6.7,65.2,1466.1,28.5,78.0,Germination,52.86,42.29
Haryana,CoC 671,13531.0,Alluvial Soil,6.97,43.8,1178.0,32.6,64.6,Tillering,42.29,50.25
Haryana,CoC 671,15224.0,Alluvial Soil,6.69,57.8,1555.5,31.6,75.0,Grand Growth,50.25,53.86
Haryana,CoC 671,19848.0,Alluvial Soil,7.11,49.7,1308.9,27.3,71.8,Maturity,53.86,48.87
Haryana,CoC 671,18112.0,Alluvial Soil,6.98,57.0,1467.4,26.6,74.2,Harvest,48.87,54.11
Haryana,CoC 671,15241.0,Alluvial Soil,7.28,46.2,1116.3,29.0,74.7,Planting,54.11,41.34
Haryana,CoC 671,11877.0,Alluvial Soil,6.94,59.7,1485.0,25.0,69.4,Germination,41.34,52.2
Haryana,CoC 671,12691.0,Red Loam,6.54,44.0,1202.3,28.7,68.3,Tillering,52.2,66.03
Haryana,CoC 671,12341.0,Black Soil,7.44,69.1,1349.2,30.2,71.4,Grand Growth,66.03,68.88
Haryana,CoC 671,7145.0,Alluvial Soil,6.8,41.4,1096.7,33.0,56.6,Maturity,68.88,53.74
Haryana,CoC 671,4291.0,Alluvial Soil,6.88,56.6,1355.2,24.9,72.6,Harvest,53.74,55.46
Haryana,CoC 671,5961.0,Alluvial Soil,6.98,70.4,1832.3,28.4,76.2,Planting,55.46,6.71
Haryana,CoC 671,7973.0,Alluvial Soil,7.26,57.9,1467.3,31.0,75.1,Germination,45.0,7.02
Haryana,CoC 671,8974.0,Alluvial Soil,7.21,43.2,1021.2,35.4,55.1,Tillering,60.84,60.06
Haryana,CoC 671,705.0,Black Soil,7.95,73.6,1328.4,28.3,78.7,Tillering,89.17,85.11
Haryana,CoC 671,1595.0,Alluvial Soil,6.94,43.3,1128.1,31.8,72.3,Grand Growth,85.11,68.97
Haryana,CoC 671,6146.0,Alluvial Soil,6.99,57.0,1239.4,28.8,73.7,Maturity,68.97,55.32
Haryana,CoC 671,1348.0,Alluvial Soil,7.16,72.0,1677.6,28.8,87.4,Harvest,55.32,44.51
Haryana,CoC 671,11000.0,Alluvial Soil,6.87,30.0,919.9,25.0,63.2,Germination,51.95,52.73
Haryana,CoC 671,8853.0,Alluvial Soil,6.92,54.7,1353.0,32.3,69.2,Tillering,52.73,53.09
Haryana,CoC 671,8128.0,Alluvial Soil,6.8,30.0,1066.7,30.2,65.8,Grand Growth,53.09,54.13
Haryana,CoC 671,8448.0,Sandy Loam,6.79,44.2,1276.5,28.3,62.4,Maturity,54.13,55.63
Haryana,CoC 671,11641.0,Alluvial Soil,7.25,51.0,1060.7,28.1,68.1,Harvest,55.63,52.4
Haryana,CoC 671,18129.0,Alluvial Soil,6.76,68.8,1666.6,24.9,78.0,Planting,52.4,46.89
Haryana,CoC 671,15588.0,Alluvial Soil,7.12,45.3,896.8,30.0,63.5,Germination,46.89,53.25
Haryana,CoC 671,15588.0,Sandy Loam,7.89,32.1,908.3,34.0,60.4,Tillering,53.25,59.66
Haryana,CoC 671,12781.0,Alluvial Soil,7.21,55.7,1420.8,23.4,70.4,Grand Growth,59.66,67.29
Haryana,CoC 671,13056.0,Alluvial Soil,7.56,40.9,1104.1,33.6,64.4,Maturity,67.29,76.36
Haryana,CoC 671,11104.0,Alluvial Soil,7.07,78.8,1822.3,33.7,75.7,Harvest,76.36,68.44
Haryana,CoC 671,5784.0,Alluvial Soil,7.1,31.8,833.3,30.5,63.2,Planting,68.44,68.29
Haryana,CoC 671,3718.0,Alluvial Soil,7.04,43.7,802.9,34.0,58.5,Germination,68.29,81.5
Haryana,CoC 671,5733.0,Alluvial Soil,7.41,42.6,1204.6,24.3,64.8,Tillering,81.5,8.72
Haryana,CoC 671,7876.0,Alluvial Soil,6.93,67.5,1570.0,35.5,72.5,Grand Growth,45.0,8.13
Haryana,CoC 671,9084.0,Alluvial Soil,6.37,57.4,1249.2,27.7,69.6,Maturity,64.46,68.69
Haryana,CoC 671,41000.0,Alluvial Soil,7.11,37.9,1226.0,31.7,62.3,Maturity,58.4,58.78
Haryana,CoC 671,40927.0,Alluvial Soil,7.03,70.8,1556.0,30.0,79.0,Harvest,58.78,57.91
Haryana,CoC 671,40852.0,Alluvial Soil,6.72,40.0,1104.2,29.8,63.0,Planting,57.91,56.06
Haryana,CoC 671,43876.0,Alluvial Soil,6.85,60.9,1445.9,30.4,60.8,Germination,56.06,55.84
Haryana,CoC 671,44289.0,Alluvial Soil,7.02,66.3,1505.5,28.9,64.6,Tillering,55.84,56.45
Haryana,CoC 671,45771.0,Alluvial Soil,7.01,62.2,1416.4,28.2,63.7,Grand Growth,56.45,59.64
Haryana,CoC 671,42476.0,Alluvial Soil,7.52,64.0,1425.8,29.5,67.8,Maturity,59.64,58.39
Haryana,CoC 671,38355.0,Black Soil,7.22,70.2,1282.8,30.9,66.7,Harvest,58.39,67.79
Haryana,CoC 671,39936.0,Alluvial Soil,7.04,53.4,1416.7,28.6,69.2,Planting,67.79,66.36
Haryana,CoC 671,42191.0,Alluvial Soil,7.48,60.0,1285.9,38.1,60.9,Germination,66.36,68.59
Haryana,CoC 671,41874.0,Alluvial Soil,7.25,46.5,1117.3,27.3,67.8,Tillering,68.59,54.45
Haryana,CoC 671,28839.0,Alluvial Soil,7.25,53.8,1157.8,28.0,66.9,Grand Growth,54.45,51.46
Haryana,CoC 671,25373.0,Clay Loam,6.69,73.9,1263.4,30.6,70.4,Maturity,51.46,7.13
Haryana,CoC 671,25391.0,Alluvial Soil,6.92,38.9,1084.7,26.3,60.2,Harvest,45.0,6.73
Haryana,CoC 671,25903.0,Alluvial Soil,7.05,32.5,731.7,34.5,63.2,Planting,45.0,6.64
Haryana,CoC 671,27163.0,Alluvial Soil,7.67,42.3,1037.7,30.3,58.0,Germination,78.48,73.56
Himachal Pradesh,Co 86032,61.0,Alluvial Soil,7.22,53.9,1400.0,31.4,69.8,Germination,45.0,7.97
Himachal Pradesh,Co 86032,51.0,Alluvial Soil,6.93,53.1,1400.0,31.4,73.4,Tillering,45.0,4.78
Himachal Pradesh,Co 86032,54.0,Alluvial Soil,7.37,52.6,1400.0,31.4,73.0,Grand Growth,45.0,5.57
Himachal Pradesh,Co 86032,64.0,Alluvial Soil,6.57,63.2,1400.0,31.4,69.6,Maturity,45.0,1.5
Himachal Pradesh,Co 86032,11.0,Alluvial Soil,7.12,50.4,1400.0,31.4,73.9,Harvest,45.0,8.0
Himachal Pradesh,Co 86032,27.0,Alluvial Soil,7.21,54.9,1400.0,31.4,67.7,Planting,45.0,8.0
Himachal Pradesh,Co 86032,15.0,Alluvial Soil,7.3,54.8,1400.0,31.4,70.5,Germination,45.0,8.0
Himachal Pradesh,Co 86032,6.0,Alluvial Soil,7.18,59.2,1400.0,31.4,71.0,Tillering,45.0,8.0
Himachal Pradesh,Co 86032,6.0,Sandy Loam,6.59,55.9,1400.0,31.4,62.2,Grand Growth,45.0,8.0
Himachal Pradesh,Co 86032,64.0,Alluvial Soil,7.32,49.1,1400.0,31.4,74.1,Harvest,557.41,150.0
Himachal Pradesh,Co 86032,64.0,Sandy Loam,7.43,53.4,1400.0,31.4,66.7,Harvest,45.0,1.3
Himachal Pradesh,Co 86032,47.0,Alluvial Soil,7.69,44.7,1400.0,31.4,61.6,Planting,45.0,0.89
Himachal Pradesh,Co 86032,56.0,Red Loam,6.59,58.6,1400.0,31.4,72.1,Germination,45.0,1.04
Himachal Pradesh,Co 86032,44.0,Alluvial Soil,7.15,61.2,1400.0,31.4,68.5,Tillering,45.0,1.3
Himachal Pradesh,Co 86032,53.0,Alluvial Soil,7.05,57.4,1400.0,31.4,67.2,Grand Growth,45.0,4.79
Himachal Pradesh,Co 86032,45.0,Alluvial Soil,6.76,53.4,1400.0,31.4,76.1,Maturity,45.0,1.38
Himachal Pradesh,Co 86032,34.0,Alluvial Soil,7.31,56.2,1400.0,31.4,71.1,Harvest,45.0,14.44
Himachal Pradesh,Co 86032,44.0,Alluvial Soil,6.73,65.9,1400.0,31.4,69.5,Planting,45.0,10.55
Himachal Pradesh,Co 86032,20.0,Alluvial Soil,6.77,46.4,1400.0,31.4,66.4,Germination,45.0,14.45
Himachal Pradesh,Co 86032,56.0,Alluvial Soil,7.77,61.8,1400.0,31.4,58.3,Tillering,106.33,103.57
Himachal Pradesh,Co 86032,44.0,Alluvial Soil,6.7,60.9,1400.0,31.4,65.6,Grand Growth,103.57,129.55
Himachal Pradesh,Co 86032,45.0,Alluvial Soil,7.15,65.5,1400.0,31.4,76.2,Harvest,479.25,137.78
Himachal Pradesh,Co 86032,64.0,Alluvial Soil,7.71,61.6,1400.0,31.4,71.9,Germination,1212.0,129.69
Himachal Pradesh,Co 86032,47.0,Alluvial Soil,6.86,62.3,1400.0,31.4,61.7,Tillering,129.69,89.36
Himachal Pradesh,Co 86032,471.0,Black Soil,8.13,68.5,1400.0,31.4,69.0,Grand Growth,45.0,1.64
Himachal Pradesh,Co 86032,421.0,Alluvial Soil,6.97,57.7,1400.0,31.4,74.5,Maturity,45.0,1.14
Himachal Pradesh,Co 86032,483.0,Alluvial Soil,6.87,58.1,1400.0,31.4,69.3,Harvest,45.0,1.63
Himachal Pradesh,Co 86032,517.0,Alluvial Soil,7.1,64.6,1400.0,31.4,68.3,Planting,45.0,1.4
Himachal Pradesh,Co 86032,520.0,Clay Loam,6.96,61.9,1400.0,31.4,72.5,Germination,45.0,1.38
Himachal Pradesh,Co 86032,779.0,Alluvial Soil,7.26,53.0,1400.0,31.4,67.2,Tillering,45.0,1.19
Himachal Pradesh,Co 86032,863.0,Alluvial Soil,7.16,63.3,1400.0,31.4,73.2,Grand Growth,45.0,14.45
Himachal Pradesh,Co 86032,706.0,Alluvial Soil,6.65,47.6,1400.0,31.4,65.5,Maturity,45.0,14.27
Himachal Pradesh,Co 86032,340.0,Sandy Loam,6.98,55.5,1400.0,31.4,75.5,Harvest,45.0,14.45
Himachal Pradesh,Co 86032,483.0,Alluvial Soil,7.42,49.9,1400.0,31.4,74.0,Planting,151.24,162.53
Himachal Pradesh,Co 86032,517.0,Alluvial Soil,7.48,56.2,1400.0,31.4,78.1,Germination,162.53,139.65
Himachal Pradesh,Co 86032,520.0,Alluvial Soil,6.72,52.9,1400.0,31.4,64.4,Tillering,139.65,138.08
Himachal Pradesh,Co 86032,779.0,Alluvial Soil,6.85,56.4,1400.0,31.4,67.8,Grand Growth,138.08,118.74
Himachal Pradesh,Co 86032,471.0,Alluvial Soil,6.85,64.3,1400.0,31.4,75.1,Harvest,1503.99,164.33
Himachal Pradesh,Co 86032,421.0,Alluvial Soil,7.38,58.2,1400.0,31.4,68.4,Planting,164.33,113.78
Himachal Pradesh,Co 86032,1.0,Alluvial Soil,7.21,51.0,1400.0,31.4,63.4,Germination,45.0,0.1
Himachal Pradesh,Co 86032,1.0,Alluvial Soil,7.45,55.5,1400.0,31.4,74.8,Tillering,45.0,4.0
Himachal Pradesh,Co 86032,1.0,Alluvial Soil,6.7,60.4,1400.0,31.4,72.4,Grand Growth,45.0,1.0
Himachal Pradesh,Co 86032,1.0,Alluvial Soil,7.12,52.4,1400.0,31.4,64.4,Maturity,45.0,1.0
Himachal Pradesh,Co 86032,1.0,Alluvial Soil,6.77,52.8,1400.0,31.4,65.9,Harvest,45.0,1.0
Himachal Pradesh,Co 86032,1.0,Alluvial Soil,7.02,57.8,1400.0,31.4,75.5,Germination,400.0,100.0
Himachal Pradesh,Co 86032,1.0,Alluvial Soil,7.3,45.4,1400.0,31.4,80.1,Tillering,100.0,100.0
Himachal Pradesh,Co 86032,1.0,Alluvial Soil,7.14,50.2,1400.0,31.4,71.8,Grand Growth,100.0,100.0
Himachal Pradesh,Co 86032,1.0,Alluvial Soil,7.08,63.0,1400.0,31.4,68.9,Maturity,100.0,10.0
Himachal Pradesh,Co 86032,2.0,Alluvial Soil,7.08,64.6,1400.0,31.4,63.7,Harvest,45.0,12.5
Himachal Pradesh,Co 86032,18.0,Alluvial Soil,6.98,45.6,1400.0,31.4,70.0,Harvest,1700.0,94.44
Himachal Pradesh,Co 86032,1546.0,Alluvial Soil,7.08,45.2,1400.0,31.4,69.8,Maturity,45.0,2.49
Himachal Pradesh,Co 86032,1596.0,Alluvial Soil,7.29,51.6,1400.0,31.4,71.5,Harvest,45.0,1.62
Himachal Pradesh,Co 86032,1451.0,Alluvial Soil,6.62,55.8,1400.0,31.4,68.9,Planting,45.0,2.81
Himachal Pradesh,Co 86032,1609.0,Alluvial Soil,7.54,55.1,1400.0,31.4,57.6,Germination,45.0,0.64
Himachal Pradesh,Co 86032,1609.0,Sandy Loam,6.26,61.4,1400.0,31.4,63.7,Tillering,45.0,12.79
Himachal Pradesh,Co 86032,1781.0,Alluvial Soil,7.06,63.0,1400.0,31.4,61.5,Grand Growth,45.0,27.93
Himachal Pradesh,Co 86032,1430.0,Sandy Loam,6.7,67.7,1400.0,31.4,75.4,Maturity,27.93,27.86
Himachal Pradesh,Co 86032,1332.0,Alluvial Soil,7.18,54.6,1400.0,31.4,76.5,Harvest,27.86,28.86
Himachal Pradesh,Co 86032,1026.0,Alluvial Soil,7.26,54.2,1400.0,31.4,71.6,Planting,28.86,27.86
Himachal Pradesh,Co 86032,1609.0,Black Soil,7.23,57.9,1400.0,31.4,77.4,Tillering,280.98,63.83
Himachal Pradesh,Co 86032,754.0,Alluvial Soil,6.94,50.1,1400.0,31.4,71.6,Harvest,2720.5,206.76
Himachal Pradesh,Co 86032,1596.0,Alluvial Soil,7.04,59.3,1400.0,31.4,66.9,Germination,249.03,161.84
Himachal Pradesh,Co 86032,261.0,Alluvial Soil,7.02,49.3,1400.0,31.4,70.3,Tillering,45.0,1.35
Himachal Pradesh,Co 86032,236.0,Alluvial Soil,6.74,46.7,1400.0,31.4,76.4,Grand Growth,45.0,0.9
Himachal Pradesh,Co 86032,197.0,Alluvial Soil,7.03,57.8,1400.0,31.4,68.8,Maturity,45.0,1.16
Himachal Pradesh,Co 86032,314.0,Alluvial Soil,6.86,60.4,1400.0,31.4,68.9,Harvest,45.0,0.55
Himachal Pradesh,Co 86032,202.0,Sandy Loam,6.61,59.4,1400.0,31.4,66.7,Planting,45.0,1.35
Himachal Pradesh,Co 86032,200.0,Alluvial Soil,6.68,55.3,1400.0,31.4,70.7,Germination,45.0,25.8
Himachal Pradesh,Co 86032,156.0,Alluvial Soil,7.25,42.4,1400.0,31.4,68.4,Tillering,25.8,14.45
Himachal Pradesh,Co 86032,77.0,Alluvial Soil,6.94,51.9,1400.0,31.4,76.2,Grand Growth,45.0,15.6
Himachal Pradesh,Co 86032,26.0,Alluvial Soil,7.3,65.0,1400.0,31.4,72.6,Maturity,45.0,14.46
Himachal Pradesh,Co 86032,197.0,Alluvial Soil,7.27,71.4,1400.0,31.4,75.0,Harvest,105.53,115.74
Himachal Pradesh,Co 86032,314.0,Alluvial Soil,7.06,72.6,1400.0,31.4,77.0,Planting,115.74,55.41
Himachal Pradesh,Co 86032,202.0,Alluvial Soil,6.99,57.6,1400.0,31.4,69.7,Germination,55.41,134.65
Himachal Pradesh,Co 86032,261.0,Alluvial Soil,7.04,53.4,1400.0,31.4,63.6,Maturity,1807.84,134.87
Himachal Pradesh,Co 86032,236.0,Alluvial Soil,7.07,42.3,1400.0,31.4,68.0,Harvest,134.87,90.25
Himachal Pradesh,Co 86032,602.0,Black Soil,8.08,56.7,1400.0,31.4,67.5,Planting,45.0,16.49
Himachal Pradesh,Co 86032,465.0,Alluvial Soil,6.89,59.5,1400.0,31.4,78.3,Germination,45.0,9.23
Himachal Pradesh,Co 86032,393.0,Alluvial Soil,7.33,55.9,1400.0,31.4,69.9,Tillering,45.0,14.67
Himachal Pradesh,Co 86032,377.0,Alluvial Soil,6.77,63.7,1400.0,31.4,73.1,Grand Growth,45.0,6.82
Himachal Pradesh,Co 86032,193.0,Alluvial Soil,7.04,54.3,1400.0,31.4,78.1,Maturity,45.0,16.49
Himachal Pradesh,Co 86032,187.0,Alluvial Soil,6.79,53.9,1400.0,31.4,73.4,Harvest,45.0,16.49
Himachal Pradesh,Co 86032,198.0,Alluvial Soil,7.1,58.2,1400.0,31.4,71.9,Planting,45.0,16.49
Himachal Pradesh,Co 86032,171.0,Alluvial Soil,7.22,54.3,1400.0,31.4,67.6,Germination,45.0,16.49
Himachal Pradesh,Co 86032,245.0,Alluvial Soil,6.98,63.2,1400.0,31.4,75.4,Tillering,45.0,16.49
Jammu And Kashmir,Co 86032,54.0,Clay Loam,6.61,70.8,1400.0,31.4,68.2,Maturity,45.0,0.6
Jammu And Kashmir,Co 86032,52.0,Alluvial Soil,7.02,60.5,1400.0,31.4,70.4,Harvest,45.0,6.04
Jammu And Kashmir,Co 86032,55.0,Alluvial Soil,7.02,59.0,1400.0,31.4,73.0,Planting,45.0,6.0
Jammu And Kashmir,Co 86032,68.0,Red Loam,6.28,54.6,1400.0,31.4,63.1,Germination,45.0,6.0
Jammu And Kashmir,Co 86032,77.0,Alluvial Soil,6.88,64.1,1400.0,31.4,69.4,Tillering,45.0,5.94
Jammu And Kashmir,Co 86032,101.0,Alluvial Soil,6.6,54.7,1400.0,31.4,62.0,Grand Growth,45.0,6.0
Jammu And Kashmir,Co 86032,5.0,Red Loam,7.04,47.9,1400.0,31.4,65.6,Grand Growth,600.0,150.0
Jammu And Kashmir,Co 86032,54.0,Alluvial Soil,7.34,67.4,1400.0,31.4,74.5,Harvest,233.33,60.19
Jammu And Kashmir,Co 86032,73.0,Alluvial Soil,7.35,65.7,1400.0,31.4,70.8,Germination,45.0,1.2
Jammu And Kashmir,Co 86032,56.0,Alluvial Soil,6.98,55.8,1400.0,31.4,73.5,Tillering,45.0,1.27
Jammu And Kashmir,Co 86032,59.0,Alluvial Soil,7.38,53.9,1400.0,31.4,77.3,Grand Growth,45.0,1.29
Jammu And Kashmir,Co 86032,40.0,Alluvial Soil,7.05,52.3,1400.0,31.4,72.5,Maturity,45.0,1.3
Jammu And Kashmir,Co 86032,58.0,Alluvial Soil,6.86,54.9,1400.0,31.4,63.9,Harvest,45.0,1.29
Jammu And Kashmir,Co 86032,36.0,Clay Loam,7.08,68.6,1400.0,31.4,77.7,Planting,45.0,1.3
Jammu And Kashmir,Co 86032,41.0,Alluvial Soil,6.53,59.0,1400.0,31.4,68.5,Germination,45.0,1.3
Jammu And Kashmir,Co 86032,59.0,Alluvial Soil,7.43,57.0,1400.0,31.4,66.4,Tillering,136.63,128.81
Jammu And Kashmir,Co 86032,40.0,Black Soil,7.84,71.7,1400.0,31.4,75.6,Grand Growth,128.81,130.0
Jammu And Kashmir,Co 86032,58.0,Alluvial Soil,7.29,62.6,1400.0,31.4,77.1,Maturity,130.0,129.31
Jammu And Kashmir,Co 86032,36.0,Alluvial Soil,7.75,69.1,1400.0,31.4,67.5,Harvest,129.31,130.0
Jammu And Kashmir,Co 86032,29.0,Alluvial Soil,7.34,65.1,1400.0,31.4,73.7,Planting,130.0,130.0
Jammu And Kashmir,Co 86032,41.0,Alluvial Soil,6.94,69.4,1400.0,31.4,78.8,Germination,130.0,130.0
Jammu And Kashmir,Co 86032,1.0,Sandy Loam,7.35,65.8,1400.0,31.4,65.4,Tillering,130.0,150.0
Jammu And Kashmir,Co 86032,28.0,Alluvial Soil,6.98,57.6,1400.0,31.4,71.8,Grand Growth,150.0,150.0
Jammu And Kashmir,Co 86032,73.0,Alluvial Soil,6.66,56.3,1400.0,31.4,68.3,Maturity,150.0,120.0
Jammu And Kashmir,Co 86032,56.0,Alluvial Soil,7.24,58.9,1400.0,31.4,75.5,Harvest,120.0,126.79
Jammu And Kashmir,Co 86032,4.0,Alluvial Soil,6.82,63.1,1400.0,31.4,69.1,Planting,153.83,150.0
Jammu And Kashmir,Co 86032,6.0,Alluvial Soil,6.54,52.3,1400.0,31.4,70.9,Germination,45.0,1.2
Jammu And Kashmir,Co 86032,3.0,Alluvial Soil,6.64,56.7,1400.0,31.4,74.9,Tillering,45.0,1.33
Jammu And Kashmir,Co 86032,4.0,Alluvial Soil,7.1,54.0,1400.0,31.4,69.5,Grand Growth,45.0,1.25
Jammu And Kashmir,Co 86032,4.0,Alluvial Soil,6.09,53.4,1400.0,31.4,76.3,Maturity,45.0,1.5
Jammu And Kashmir,Co 86032,4.0,Red Loam,5.5,57.9,1400.0,31.4,68.9,Harvest,118.06,125.0
Jammu And Kashmir,Co 86032,4.0,Red Loam,6.16,54.0,1400.0,31.4,71.3,Planting,125.0,150.0
Jammu And Kashmir,Co 86032,17.0,Alluvial Soil,6.93,65.6,1400.0,31.4,66.3,Germination,150.0,150.0
Jammu And Kashmir,Co 86032,6.0,Alluvial Soil,7.19,51.9,1400.0,31.4,68.9,Tillering,150.0,120.0
Jammu And Kashmir,Co 86032,3.0,Alluvial Soil,6.89,53.7,1400.0,31.4,65.9,Grand Growth,120.0,133.33
Jammu And Kashmir,Co 86032,28.0,Alluvial Soil,6.92,56.4,1400.0,31.4,70.5,Maturity,45.0,6.0
Jammu And Kashmir,Co 86032,23.0,Alluvial Soil,6.99,54.7,1400.0,31.4,71.0,Harvest,45.0,1.5
Jammu And Kashmir,Co 86032,18.0,Alluvial Soil,7.29,58.6,1400.0,31.4,65.8,Germination,600.0,150.0
Jammu And Kashmir,Co 86032,14.0,Alluvial Soil,6.84,55.8,1400.0,31.4,72.8,Tillering,150.0,150.0
Jammu And Kashmir,Co 86032,13.0,Alluvial Soil,6.98,53.4,1400.0,31.4,65.8,Grand Growth,150.0,150.0
Jammu And Kashmir,Co 86032,23.0,Alluvial Soil,7.4,56.1,1400.0,31.4,66.6,Maturity,150.0,150.0
Jammu And Kashmir,Co 86032,193.0,Alluvial Soil,6.7,56.8,1400.0,31.4,65.9,Harvest,150.0,150.0
Jammu And Kashmir,Co 86032,10.0,Alluvial Soil,6.84,65.7,1400.0,31.4,69.2,Planting,45.0,1.45
Jammu And Kashmir,Co 86032,15.0,Alluvial Soil,7.26,61.0,1400.0,31.4,72.1,Germination,45.0,1.87
Jammu And Kashmir,Co 86032,14.0,Alluvial Soil,6.88,51.1,1400.0,31.4,67.8,Tillering,45.0,1.79
